,list_name,song_id,song_name,artist,popularity,release_date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
173,Random,0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,75,2019-07-05,0.9059999999999999,0.423,96.071,0.0965,0.125,0.0,0.765,184558,-2.097,0.95,0,8
174,Random,7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia,Daya,70,2019-03-08,0.653,0.38299999999999995,123.084,0.0611,0.0944,0.0,0.754,179746,-5.095,0.379,1,7
175,Random,5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,76,2018-09-06,0.67,0.33799999999999997,118.15899999999999,0.0473,0.0104,3.33e-06,0.588,238173,-6.439,0.505,1,0
177,Random,1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,47,2019-09-06,0.758,0.106,114.098,0.0864,0.0797,0.0,0.6609999999999999,224061,-5.2989999999999995,0.387,1,7
178,Random,1MDuXjpO68UVjbBzrTL1Aq,Red Dress,MAGIC!,49,2016-07-01,0.795,0.203,135.97799999999998,0.0336,0.0887,0.0,0.653,200800,-4.477,0.8029999999999999,1,10
179,Random,6h7MPC2hBJHJQuobsRXqwF,Devil Inside Me (feat. KARRA),KSHMR,57,2019-05-24,0.8690000000000001,0.304,134.934,0.0622,0.00214,4.06e-06,0.56,189333,-4.587,0.177,0,6
180,Random,1iaLcGW8ffLMPFSLSGn0Zs,Symphony,Sick Individuals,59,2018-10-26,0.888,0.12300000000000001,127.92,0.0603,0.0374,6.95e-05,0.612,202148,-3.7960000000000003,0.18899999999999997,1,3
182,Random,7k6tAZp4m93oswrPqSfBbc,On Me (feat. Ava Max),Thomas Rhett,75,2020-05-15,0.721,0.21600000000000003,177.918,0.0472,0.0119,0.0,0.5479999999999999,164683,-4.466,0.594,1,8
184,Random,62hK2OalNLhutnAShdq8nS,I Want You to Freak,Rak-Su,51,2018-09-28,0.932,0.24600000000000002,100.036,0.16399999999999998,0.0145,0.0,0.645,188704,-3.1289999999999996,0.451,0,4
185,Random,4oEwURnhoLurcwCXnWoMcI,La Bomba,Rak-Su,49,2019-11-08,0.713,0.271,121.985,0.128,0.0838,0.0,0.787,174901,-5.044,0.888,1,1
187,Random,2ak79ho44RiDi9DFrqYgfq,Bruised Not Broken (feat. MNEK & Kiana Ledé),Matoma,64,2019-06-14,0.573,0.324,110.006,0.0484,0.109,0.0,0.764,160909,-4.385,0.685,1,6
