,id,spotify_id,list_name,list_id,song_id,song_name,artist,popularity,release_date,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,duration_ms,loudness,valence,mode,key
92,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,75,2019-07-05,0.906,0.423,96.071,0.0965,0.125,0,0.765,184558,-2.097,0.95,0,8
93,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,10AsRVRdU07cMAFHeGYO3c,Solo Dance,Martin Jensen,69,2016-11-04,0.846,0.195,114.955,0.048,0.0485,0,0.746,174933,-2.432,0.403,1,9
94,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,10AsRVRdU07cMAFHeGYO3c,Solo Dance,Martin Jensen,69,2016-11-04,0.846,0.195,114.955,0.048,0.0485,0,0.746,174933,-2.432,0.403,1,9
95,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas,68,2015-11-20,0.71,0.444,93.007,0.0779,0.0132,0,0.684,222187,-3.614,0.451,0,11
96,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas,68,2015-11-20,0.71,0.444,93.007,0.0779,0.0132,0,0.684,222187,-3.614,0.451,0,11
97,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,3JfWag2CDEnst8uzV6nxvT,Get Wet - Radio Edit by Fly Records,Fly Project,18,2017-07-11,0.649,0.188,87.949,0.0981,0.0109,0,0.74,169091,-5.871,0.698,1,9
98,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,47,2019-09-06,0.758,0.106,114.098,0.0864,0.0797,0,0.661,224061,-5.299,0.387,1,7
99,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,47,2019-09-06,0.758,0.106,114.098,0.0864,0.0797,0,0.661,224061,-5.299,0.387,1,7
100,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,3biFdxByHgUhTbp2dG89zK,Dance Like We're Making Love,Ciara,54,2015-05-04,0.541,0.165,96.046,0.0659,0.063,4.47e-06,0.721,256600,-8.623,0.263,0,7
101,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,0GRoERSBBky3YgdKW2w2Vc,Brave,Don Diablo,64,2019-04-26,0.874,0.134,119.85,0.0543,0.169,1.77e-06,0.654,184027,-3.885,0.542,1,6
102,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,6PqUdUGS4h5aGY7YyEGXr8,All The Lies,Alok,68,2019-03-15,0.835,0.107,102.023,0.139,0.167,0,0.611,179457,-4.107,0.672,1,6
103,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,30eirMgaGW0OpA3Yi8U4bL,I Still Remember (R3HAB Remix),Caroline Romano,51,2020-05-14,0.577,0.642,124.002,0.0694,0.19,0,0.774,171774,-8.009,0.636,0,7
104,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,62hK2OalNLhutnAShdq8nS,I Want You to Freak,Rak-Su,51,2018-09-28,0.932,0.246,100.036,0.164,0.0145,0,0.645,188704,-3.129,0.451,0,4
105,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,62hK2OalNLhutnAShdq8nS,I Want You to Freak,Rak-Su,51,2018-09-28,0.932,0.246,100.036,0.164,0.0145,0,0.645,188704,-3.129,0.451,0,4
106,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,36orMWv2PgvnzXsd5CJ0yL,Post Malone (feat. RANI),Sam Feldt,75,2019-08-16,0.642,0.105,107.356,0.122,0.0771,0,0.59,174444,-3.87,0.651,1,7
107,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,2ak79ho44RiDi9DFrqYgfq,Bruised Not Broken (feat. MNEK & Kiana Ledé),Matoma,64,2019-06-14,0.573,0.324,110.006,0.0484,0.109,0,0.764,160909,-4.385,0.685,1,6
108,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,2ak79ho44RiDi9DFrqYgfq,Bruised Not Broken (feat. MNEK & Kiana Ledé),Matoma,64,2019-06-14,0.573,0.324,110.006,0.0484,0.109,0,0.764,160909,-4.385,0.685,1,6
109,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,01TuObJVd7owWchVRuQbQw,#thatPOWER,will.i.am,67,2013-01-01,0.608,0.0748,127.999,0.0584,0.00112,7.66e-05,0.797,279507,-6.096,0.402,0,6
110,8,2nus3YihCjsxUOm72kX5Z3,Beats/EDM,2nus3YihCjsxUOm72kX5Z3,1HZ5LJMCzClg2pdomCnEPw,Dynamite - EDM Remix,BTS,55,2020-08-24,0.838,0.0961,122.985,0.0599,0.0019,0.444,0.707,198939,-4.732,0.318,0,1
111,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,73,2016-04-15,0.575,0.104,90.037,0.029,0.0225,1.81e-06,0.632,183414,-6.478,0.188,1,5
112,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2CPqh63wRVscbceKcPxwvv,The Ocean (feat. Shy Martin),Mike Perry,73,2016-04-15,0.575,0.104,90.037,0.029,0.0225,1.81e-06,0.632,183414,-6.478,0.188,1,5
113,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,09IStsImFySgyp0pIQdqAc,The Middle,Zedd,82,2018-01-23,0.657,0.112,107.01,0.0449,0.171,0,0.753,184732,-3.061,0.437,1,7
114,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,09IStsImFySgyp0pIQdqAc,The Middle,Zedd,82,2018-01-23,0.657,0.112,107.01,0.0449,0.171,0,0.753,184732,-3.061,0.437,1,7
115,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,3Uoe0ZdEy9lLrXj1HhXx9H,Fast Car,Jonas Blue,6,2018-11-09,0.578,0.312,113.945,0.0569,0.469,0,0.672,212424,-6.621,0.548,1,9
116,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,84,2016-07-29,0.524,0.111,95.01,0.0338,0.414,0,0.748,244960,-5.599,0.661,1,8
117,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,84,2016-07-29,0.524,0.111,95.01,0.0338,0.414,0,0.748,244960,-5.599,0.661,1,8
118,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,84,2016-07-29,0.524,0.111,95.01,0.0338,0.414,0,0.748,244960,-5.599,0.661,1,8
119,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,23L5CiUhw2jV1OIMwthR3S,In the Name of Love,Martin Garrix,78,2016-07-29,0.519,0.454,133.99,0.0409,0.109,0,0.501,195707,-5.88,0.168,0,4
120,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,3G2O60rq5a77GEIwK1mVmh,Make Me Yours,Borgeous,54,2018-07-20,0.615,0.124,127.904,0.0395,0.0124,1.33e-06,0.577,195239,-6.084,0.174,0,7
121,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,0dXNQ8dckG4eYfEtq9zcva,All Night,The Vamps,75,2017-07-14,0.804,0.33,144.992,0.0358,0.0041,0,0.538,197640,-5.194,0.507,1,8
122,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,0M0FvSNRZmDz0Z769rewlI,Fire In My Soul,Oliver Heldens,65,2018-10-26,0.977,0.0703,126.178,0.312,0.206,0.000103,0.592,175254,-3.389,0.496,1,6
123,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,0M0FvSNRZmDz0Z769rewlI,Fire In My Soul,Oliver Heldens,65,2018-10-26,0.977,0.0703,126.178,0.312,0.206,0.000103,0.592,175254,-3.389,0.496,1,6
124,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,6h5PAsRni4IRlxWr6uDPTP,More Than You Know,Axwell /\ Ingrosso,79,2017-07-28,0.741,0.312,123.077,0.034,0.0275,0,0.646,203000,-4.973,0.571,0,5
125,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2rizacJSyD9S1IQUxUxnsK,All We Know (feat. Phoebe Ryan),The Chainsmokers,69,2016-09-29,0.586,0.115,90.0,0.0307,0.097,0.00272,0.662,194080,-8.821,0.296,1,0
126,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2Hi2tWANUXtd1URtLYgwne,All Night - Acoustic,The Vamps,53,2017-08-04,0.62,0.205,152.034,0.037,0.0601,0,0.55,183963,-5.348,0.42,1,5
127,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5AFMjlqAA0skXGqZHGZDxt,Perfect Strangers - Acoustic,Jonas Blue,55,2016-07-15,0.672,0.112,117.943,0.0377,0.757,0,0.661,191206,-4.292,0.609,1,0
128,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7tOAtB2F50KXEkw86frba6,Dancing On My Own - Acoustic,Calum Scott,59,2016-06-24,0.0784,0.151,117.964,0.0413,0.954,1.54e-06,0.528,253482,-11.402,0.418,1,1
129,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,6PkzXU8dlwtfrwyTlUyVnv,Show Me Love - EDX Remix / Radio Edit,Sam Feldt,66,2015-06-14,0.659,0.0704,121.022,0.0677,0.297,0.000811,0.832,180336,-5.831,0.712,1,0
130,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,6PkzXU8dlwtfrwyTlUyVnv,Show Me Love - EDX Remix / Radio Edit,Sam Feldt,66,2015-06-14,0.659,0.0704,121.022,0.0677,0.297,0.000811,0.832,180336,-5.831,0.712,1,0
131,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,0aAVBcORefVNADGxgqh8XM,Getaway,Tritonal,44,2016-09-09,0.723,0.323,128.138,0.0434,0.128,0,0.583,217499,-3.888,0.351,0,6
132,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),Gryffin,66,2018-08-03,0.839,0.102,98.932,0.0644,0.135,0,0.548,218296,-2.371,0.314,1,6
133,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5JKU2tXiG3yvJtefNwe7ZQ,Touch,3LAU,54,2018-02-16,0.797,0.21,110.051,0.0499,0.0166,3.23e-05,0.576,205773,-5.476,0.137,0,11
134,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,6ULQ6ZRc7JuVutRMy6gfgc,Feel Good,Felix Jaehn,60,2018-02-16,0.903,0.168,125.948,0.038,0.121,0.000123,0.702,166947,-3.921,0.66,1,4
135,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,1I8tHoNBFTuoJAlh4hfVVE,Firestone,Kygo,77,2016-05-13,0.634,0.0952,113.927,0.0428,0.393,3.17e-05,0.704,271640,-7.374,0.411,0,11
136,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,1Sl3njkhhz8nrSPZroDQ82,Complicated (feat. Kiiara),Dimitri Vegas & Like Mike,63,2017-07-28,0.819,0.159,90.004,0.0313,0.191,0,0.678,184248,-3.306,0.499,1,8
137,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2iUXsYOEPhVqEBwsqP70rE,Youngblood,5 Seconds of Summer,82,2018-06-15,0.854,0.124,120.274,0.463,0.0169,0,0.596,203418,-5.114,0.152,0,7
138,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,43wzy7JxMEfvCh8ZFeZKYk,Right Now,Nick Jonas,67,2018-08-24,0.751,0.0912,103.956,0.193,0.0104,0,0.597,201680,-4.982,0.568,0,6
139,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,4cZ3UsiKd1kUQIaq4BFIj2,No One Compares To You,Jack & Jack,74,2019-01-25,0.748,0.0941,111.939,0.0434,0.127,0,0.7,182920,-6.044,0.631,1,1
140,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,6TjP1C3sGQH1jBfzUXfcMg,Kamikaze,MØ,59,2015-10-15,0.878,0.328,158.035,0.0646,0.0368,3.39e-06,0.663,214240,-3.195,0.704,0,1
141,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5JEx7HbmvHQQswJCsoo9rA,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,75,2018-10-24,0.758,0.394,144.107,0.0618,0.0954,0,0.575,182623,-5.029,0.493,0,1
142,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,83,2018-10-04,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,0.752,201661,-7.05,0.533,1,6
143,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5p7ujcrUXASCNwRaWNHR1C,Without Me,Halsey,83,2018-10-04,0.488,0.0936,136.041,0.0705,0.297,9.11e-06,0.752,201661,-7.05,0.533,1,6
144,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2P91MQbaiQOfbiz9VqhqKQ,I Like Me Better,Lauv,84,2018-05-31,0.505,0.104,91.97,0.253,0.535,2.55e-06,0.752,197437,-7.621,0.419,1,9
145,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5fKBwqSTuCbnJlCOpeRa3o,Sexual,NEIKED,66,2016,0.567,0.0705,108.024,0.0651,0.0692,0,0.797,188889,-7.503,0.843,1,2
146,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto,75,2018-05-18,0.834,0.0586,128.005,0.045,0.374,0,0.747,215760,-2.867,0.687,0,3
147,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5BIjJP1zlOa3iY65RSkXkr,Nevada (feat. Cozi Zuehlsdorff),Vicetone,0,2016-06-24,0.783,0.133,124.015,0.0324,0.299,0.000175,0.605,208562,-4.271,0.105,1,3
148,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,222B3aljXx6fFwKmFjuBED,Woman Like Me (feat. Nicki Minaj),Little Mix,75,2018-11-16,0.854,0.0808,75.002,0.0608,0.177,0,0.754,229720,-3.449,0.8,0,5
149,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,3u1S1OmAUhx5DRlLrXqyp3,Rise,Jonas Blue,73,2018-05-25,0.784,0.203,106.066,0.032,0.323,0,0.69,194408,-4.653,0.669,1,1
150,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7uoulrMQgFZFAIEpRPvewL,Sledgehammer,Fifth Harmony,37,2014,0.777,0.0783,99.98,0.046,0.0057,0.0011,0.671,230907,-4.322,0.289,1,2
151,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,4tCtwWceOPWzenK2HAIJSb,Work from Home (feat. Ty Dolla $ign),Fifth Harmony,77,2016-05-27,0.585,0.0644,105.017,0.0432,0.103,3.94e-06,0.803,214480,-5.861,0.593,1,8
152,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,60wwxj6Dd9NJlirf84wr2c,Clarity,Zedd,74,2012-01-01,0.781,0.0749,128.0,0.072,0.0398,0,0.509,271427,-3.48,0.176,1,8
153,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,20axU6S5zq8dMpQBVZSCe3,Untameable,Rachel Varghese,30,2019-01-28,0.744,0.0784,84.989,0.0414,0.477,0,0.612,178588,-5.715,0.506,0,11
154,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,65SgMuyu8DvMBzLcE1D0sP,I Don't Do Love Anymore,Medha Sahi,42,2019-01-28,0.234,0.14,129.504,0.0281,0.918,5.64e-06,0.592,166615,-8.82,0.354,1,2
155,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,3tYI3GE47dvrqCvmrh1KYQ,Myself,Medha Sahi,41,2019-01-28,0.47,0.121,119.996,0.0289,0.523,0.0224,0.673,204750,-8.138,0.257,1,2
156,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,3dz63QjQVZy7RYPzx6l3JU,Your Side Of The Bed (feat. Eric Nam),Loote,44,2018-06-22,0.764,0.294,109.919,0.0312,0.144,0,0.754,196160,-3.95,0.929,1,8
157,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,3dz63QjQVZy7RYPzx6l3JU,Your Side Of The Bed (feat. Eric Nam),Loote,44,2018-06-22,0.764,0.294,109.919,0.0312,0.144,0,0.754,196160,-3.95,0.929,1,8
158,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,01cqobPyx3edvUqwNKV503,Cross Me,Vibe2Vibe,16,2019-06-25,0.731,0.0705,94.998,0.199,0.232,0,0.809,210327,-8.487,0.681,0,8
159,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7dOeiXeTSfA1ixaYmQcWu7,Rich Love (with Seeb),OneRepublic,66,2017-07-14,0.872,0.362,104.592,0.314,0.167,0,0.401,201257,-3.641,0.472,0,1
160,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas,68,2015-11-20,0.71,0.444,93.007,0.0779,0.0132,0,0.684,222187,-3.614,0.451,0,11
161,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5NQJnRpJHRaupdegphntQT,Jealous - Remix,Nick Jonas,68,2015-11-20,0.71,0.444,93.007,0.0779,0.0132,0,0.684,222187,-3.614,0.451,0,11
162,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,33DzKnwuBE6lfOiADwzd5E,TOOTIMETOOTIMETOOTIME,The 1975,65,2018-11-30,0.824,0.0933,114.998,0.0665,0.177,0.0152,0.667,207851,-5.867,0.518,1,8
163,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7shgdEooY9RdGuMM71SRax,You Don't Know Me,Kevin Silvester,9,2019-04-17,0.713,0.266,179.838,0.212,0.0319,0,0.421,239297,-5.476,0.319,1,11
164,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7shgdEooY9RdGuMM71SRax,You Don't Know Me,Kevin Silvester,9,2019-04-17,0.713,0.266,179.838,0.212,0.0319,0,0.421,239297,-5.476,0.319,1,11
165,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2QWP8NYYplOqEFBYGCcq0S,Rain,The Script,63,2017-09-01,0.586,0.356,93.02,0.107,0.241,0,0.689,209347,-7.61,0.611,1,6
166,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,410smJMzhna1ADC2ldqVHu,Hoodie,Hey Violet,65,2017-06-16,0.699,0.391,94.935,0.0445,0.0126,6.16e-06,0.688,219183,-5.0,0.385,1,11
167,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5H9H0i7UCmRDCZRHldbmhN,Sucker for You,Matt Terry,56,2017-10-13,0.649,0.332,95.034,0.0691,0.223,0,0.876,203680,-4.369,0.742,1,0
168,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5H9H0i7UCmRDCZRHldbmhN,Sucker for You,Matt Terry,56,2017-10-13,0.649,0.332,95.034,0.0691,0.223,0,0.876,203680,-4.369,0.742,1,0
169,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,4F7xiv8waD97haoBAlldPH,NIKES,Jake Miller,41,2019-06-28,0.754,0.442,120.001,0.0346,0.174,0,0.716,214300,-6.826,0.69,0,7
170,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,10AsRVRdU07cMAFHeGYO3c,Solo Dance,Martin Jensen,69,2016-11-04,0.846,0.195,114.955,0.048,0.0485,0,0.746,174933,-2.432,0.403,1,9
171,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,10AsRVRdU07cMAFHeGYO3c,Solo Dance,Martin Jensen,69,2016-11-04,0.846,0.195,114.955,0.048,0.0485,0,0.746,174933,-2.432,0.403,1,9
172,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,75,2019-07-05,0.906,0.423,96.071,0.0965,0.125,0,0.765,184558,-2.097,0.95,0,8
173,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,0U6bQIAh6MCGo1xjbIIx2S,Instagram,Dimitri Vegas & Like Mike,75,2019-07-05,0.906,0.423,96.071,0.0965,0.125,0,0.765,184558,-2.097,0.95,0,8
174,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7hzlzoOwCZ4D3Ow5YZK4kj,Insomnia,Daya,70,2019-03-08,0.653,0.383,123.084,0.0611,0.0944,0,0.754,179746,-5.095,0.379,1,7
175,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,76,2018-09-06,0.67,0.338,118.159,0.0473,0.0104,3.33e-06,0.588,238173,-6.439,0.505,1,0
176,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,47,2019-09-06,0.758,0.106,114.098,0.0864,0.0797,0,0.661,224061,-5.299,0.387,1,7
177,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,47,2019-09-06,0.758,0.106,114.098,0.0864,0.0797,0,0.661,224061,-5.299,0.387,1,7
178,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,1MDuXjpO68UVjbBzrTL1Aq,Red Dress,MAGIC!,49,2016-07-01,0.795,0.203,135.978,0.0336,0.0887,0,0.653,200800,-4.477,0.803,1,10
179,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,6h7MPC2hBJHJQuobsRXqwF,Devil Inside Me (feat. KARRA),KSHMR,57,2019-05-24,0.869,0.304,134.934,0.0622,0.00214,4.06e-06,0.56,189333,-4.587,0.177,0,6
180,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,1iaLcGW8ffLMPFSLSGn0Zs,Symphony,Sick Individuals,59,2018-10-26,0.888,0.123,127.92,0.0603,0.0374,6.95e-05,0.612,202148,-3.796,0.189,1,3
181,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7k6tAZp4m93oswrPqSfBbc,On Me (feat. Ava Max),Thomas Rhett,75,2020-05-15,0.721,0.216,177.918,0.0472,0.0119,0,0.548,164683,-4.466,0.594,1,8
182,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,7k6tAZp4m93oswrPqSfBbc,On Me (feat. Ava Max),Thomas Rhett,75,2020-05-15,0.721,0.216,177.918,0.0472,0.0119,0,0.548,164683,-4.466,0.594,1,8
183,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,62hK2OalNLhutnAShdq8nS,I Want You to Freak,Rak-Su,51,2018-09-28,0.932,0.246,100.036,0.164,0.0145,0,0.645,188704,-3.129,0.451,0,4
184,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,62hK2OalNLhutnAShdq8nS,I Want You to Freak,Rak-Su,51,2018-09-28,0.932,0.246,100.036,0.164,0.0145,0,0.645,188704,-3.129,0.451,0,4
185,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,4oEwURnhoLurcwCXnWoMcI,La Bomba,Rak-Su,49,2019-11-08,0.713,0.271,121.985,0.128,0.0838,0,0.787,174901,-5.044,0.888,1,1
186,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2ak79ho44RiDi9DFrqYgfq,Bruised Not Broken (feat. MNEK & Kiana Ledé),Matoma,64,2019-06-14,0.573,0.324,110.006,0.0484,0.109,0,0.764,160909,-4.385,0.685,1,6
187,9,5i6yEeebTUHNIDHGi4kdLF,Random,5i6yEeebTUHNIDHGi4kdLF,2ak79ho44RiDi9DFrqYgfq,Bruised Not Broken (feat. MNEK & Kiana Ledé),Matoma,64,2019-06-14,0.573,0.324,110.006,0.0484,0.109,0,0.764,160909,-4.385,0.685,1,6
