,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
2441,Dan + Shay,Keeping Score (feat. Kelly Clarkson),209828,2020-09-19 14:32:00,0.567,0.622,4.0,-4.29,1.0,0.0317,0.225,0.0,0.138,0.336,135.97,57KKY8gqUqqS3YXYotkxS5,4.0
2442,Dwayne Johnson,Choose Progress,30030,2020-09-20 03:54:00,0.756,0.81,0.0,-10.53,1.0,0.0535,0.059,0.932,0.174,0.447,126.985,7cyiNaGnON5kbkt2seCFtz,4.0
2443,Eric Zayne,Coming Undone,222148,2020-09-20 03:58:00,0.603,0.764,5.0,-8.927,0.0,0.101,0.0109,2.88e-05,0.342,0.483,120.996,6xZZeyW5sOKNUR4MXLlsNX,4.0
2444,Tech N9ne,Riot Maker,261217,2020-09-20 04:02:00,0.698,0.66,2.0,-3.697,1.0,0.338,0.0734,0.0,0.593,0.62,162.083,0vXNkD4Io3SBBJjqnOTA1K,4.0
2473,Florida Georgia Line,Simple,185200,2020-09-21 05:21:00,0.755,0.56,3.0,-5.979,1.0,0.0305,0.691,0.0,0.104,0.74,130.029,4ghMFCOiCBJuTk6XA5QrEU,4.0
2475,Jordan Davis,Singles You Up,182666,2020-09-21 05:27:00,0.634,0.903,7.0,-3.588,1.0,0.0323,0.0465,0.0,0.255,0.559,100.083,6604VjJZYWPZOfStK8O8jb,4.0
2477,Sugarland,Babe,9926,2020-09-22 04:15:00,0.883,0.366,2.0,-9.731,0.0,0.0706,0.14,0.915,0.102,0.397,107.998,2PLERbvoGY2Xg1CThp65tq,4.0
2494,Ed Sheeran,I Don't Care (with Justin Bieber) - Loud Luxury Remix,190819,2020-09-22 08:07:00,0.748,0.916,6.0,-2.634,1.0,0.0583,0.102,0.0,0.0653,0.518,122.036,6f807x0ima9a1j3VPbc7VN,4.0
2498,Dan + Shay,Tequila - Robin Schulz Remix,163745,2020-09-22 08:18:00,0.448,0.836,11.0,-6.495,1.0,0.0809,0.229,0.0,0.427,0.482,122.899,4Nu8sEejt46770gDUvFcrF,4.0
2499,Ellie Goulding,Close To Me (with Diplo) (feat. Swae Lee) - Felix Cartal Remix,218266,2020-09-22 08:22:00,0.733,0.839,1.0,-2.839,0.0,0.0335,0.0145,0.000187,0.162,0.471,126.009,5mYNWSc1AE7pWS3Ax4e8Dl,4.0
2509,Thomas Rhett,Leave Right Now,195666,2020-09-23 05:27:00,0.63,0.312,9.0,-9.961,1.0,0.12,0.572,0.0,0.114,0.163,76.582,5MD8CT7ZCp27fwpGi8TzmR,4.0
2510,Andy Grammer,Smoke Clears,177925,2020-09-23 05:30:00,0.595,0.81,7.0,-3.665,1.0,0.0465,0.413,0.0,0.111,0.482,99.947,1likxiGuFOCkY2WtGbHj3F,4.0
2512,Russell Dickerson,Mgno,201013,2020-09-23 05:37:00,0.594,0.819,1.0,-5.199,1.0,0.0329,0.00714,1.13e-05,0.0707,0.493,121.064,56QGSNZb7IoG6IdZBqzdbS,4.0
2513,Walker Hayes,You Broke Up with Me,196666,2020-09-23 05:40:00,0.847,0.699,0.0,-8.286,1.0,0.0733,0.525,0.0,0.267,0.874,120.002,5jZF1nvKORdaHNjNNMRbFl,4.0
2514,Sam Hunt,Body Like A Back Road,162546,2020-09-23 05:43:00,0.732,0.458,5.0,-7.225,1.0,0.0311,0.447,0.0,0.136,0.661,98.938,7mldq42yDuxiUNn08nvzHO,4.0
2515,Thomas Rhett,On Me (feat. Ava Max) - From 'SCOOB!' The Album,164683,2020-09-23 05:45:00,0.548,0.721,8.0,-4.466,1.0,0.0472,0.0119,0.0,0.216,0.594,177.918,4ejNoyrhgjrioqJbgTNPu3,4.0
2516,Andy Grammer,This Ain't Love,205275,2020-09-23 05:49:00,0.457,0.455,4.0,-9.912,0.0,0.086,0.46,2.02e-05,0.619,0.41,82.879,5Y7dUgG3vyx3541JagbWvv,4.0
2517,Dan + Shay,"10,000 Hours (with Justin Bieber)",167693,2020-09-23 05:52:00,0.654,0.63,10.0,-4.644,1.0,0.0259,0.153,0.0,0.111,0.43,89.991,2wrJq5XKLnmhRXHIAf9xBa,4.0
2519,Kane Brown,What Ifs (feat. Lauren Alaina),110016,2020-09-23 11:06:00,0.612,0.799,10.0,-4.603,1.0,0.0275,0.00898,0.0,0.172,0.687,125.976,7zVCrzzEJU7u24sbJPXA5W,4.0
2520,Gabby Barrett,I Hope,210772,2020-09-23 11:10:00,0.466,0.536,6.0,-6.227,1.0,0.0429,0.0951,0.0,0.114,0.377,75.998,23T0OX7QOiIUFShSzbJ5Uo,4.0
2521,Thomas Rhett,Look What God Gave Her,168960,2020-09-23 11:13:00,0.739,0.85,2.0,-3.966,1.0,0.0308,0.0272,0.0,0.181,0.883,113.0,2KqJC0koTBUyDlsMt5ok1V,4.0
2522,Russell Dickerson,Every Little Thing,190640,2020-09-23 11:16:00,0.556,0.767,2.0,-10.028,1.0,0.0345,0.123,0.0697,0.133,0.397,81.933,40yusebK7eoq2Kev3jO4bC,4.0
2523,Hunter Hayes,One Shot,84631,2020-09-23 11:17:00,0.938,0.454,10.0,-9.759,0.0,0.171,0.339,0.0,0.102,0.448,100.009,2PIiWllqdwQQFcYHmr9pXh,4.0
2540,Jake Miller,RESET,128257,2020-09-25 13:54:00,0.614,0.787,5.0,-2.668,1.0,0.0583,0.335,0.0,0.157,0.459,143.841,1uJLYKtzCOhZI1zZW99W8I,4.0
2542,Winona Oak,Oxygen - Wave Wave Remix,180983,2020-09-25 14:01:00,0.596,0.687,7.0,-5.304,0.0,0.0702,0.0777,0.0,0.155,0.355,121.914,2quLFfIQqd9g02Fijps0VS,4.0
2543,Matt Nash,You're Not Alone,186322,2020-09-25 14:04:00,0.514,0.697,10.0,-6.412,1.0,0.0327,0.00248,0.000215,0.171,0.11,123.953,0PjCgQF9Zd4nKbFGyfwnVN,4.0
2544,Afrojack,Wish You Were Here (feat. Brandyn Burnette),173778,2020-09-25 14:07:00,0.643,0.952,6.0,-3.588,0.0,0.129,0.0852,2.24e-06,0.306,0.588,126.187,0GevQZGBPYjfPzK8e3jxzl,4.0
2546,Paul Woolford,Looking for Me - Acoustic,91190,2020-09-25 14:11:00,0.573,0.335,11.0,-11.838,1.0,0.0304,0.725,0.0,0.139,0.434,119.816,2R9ftbK2bMT86iu4CfVKo7,4.0
2547,Thomas Gold,Rise Up,139276,2020-09-25 14:13:00,0.614,0.694,10.0,-5.713,0.0,0.0932,0.254,2.63e-06,0.0733,0.578,163.942,6inzGTxyGsXVjpVKtFGrcE,4.0
2549,Blasterjaxx,One More Smile (feat. Shiah Maisel) - Blasterjaxx Arena Mix,113513,2020-09-26 06:02:00,0.516,0.847,2.0,-6.809,0.0,0.0426,0.00968,0.00697,0.227,0.155,130.11,3GiS2hG4uQEtB4CwboAq31,4.0
2550,Jason Derulo,Take You Dancing - Roisto Remix,161311,2020-09-26 06:05:00,0.866,0.857,0.0,-6.026,1.0,0.0738,0.0226,0.0577,0.045,0.639,121.997,0P0OZOYqfdYqxW15pRDpAS,4.0
2551,Kesha,Little Bit Of Love ([Virtual] House Party Mix),180723,2020-09-26 06:10:00,0.583,0.865,8.0,-4.997,1.0,0.0416,0.0141,0.0,0.242,0.722,110.04,2HheJY98pDigi8mJOUPcEN,4.0
2552,Boyce Avenue,My Girl,175483,2020-09-26 06:12:00,0.493,0.406,0.0,-5.979,1.0,0.0562,0.499,1.14e-05,0.143,0.672,203.956,0iO0e5gjRrok8whnT0qnlg,4.0
2553,Gryffin,Cry (with John Martin) - Nevada Remix,176245,2020-09-26 06:15:00,0.615,0.858,10.0,-5.835,0.0,0.0546,0.00128,1.05e-06,0.15,0.307,130.085,39LgsU96tqZhLgFBJPTC8x,4.0
2560,Cheat Codes,Highway,221320,2020-09-26 12:05:00,0.574,0.913,6.0,-4.793,0.0,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,4.0
2571,Seeb,Fade Out,196666,2020-09-26 12:41:00,0.706,0.68,4.0,-4.65,0.0,0.0424,0.118,0.0,0.0443,0.728,105.977,20XjdVfh6kFATmgm7T0C5r,4.0
2573,Faustix,Crying In The Sun,195946,2020-09-26 12:48:00,0.682,0.786,11.0,-4.87,0.0,0.0477,0.214,0.0,0.12,0.664,91.042,0VQUyufAldw4Eitv71TPmg,4.0
2580,Jennifer Lopez,On The Floor - Radio Edit,230906,2020-09-26 13:20:00,0.758,0.686,11.0,-6.346,1.0,0.0792,0.0848,0.00127,0.142,0.444,130.007,0Oe49j06Bjrxs8PltuVeaW,4.0
2584,Sofía Reyes,R.I.P. (feat. Rita Ora & Anitta),187200,2020-09-26 13:37:00,0.764,0.752,8.0,-3.713,0.0,0.0711,0.18,0.0,0.0701,0.698,100.066,6JqpFboOH2bq9pzaYbkKBn,4.0
2588,El Profesor,Bella Ciao [HUGEL Remix],111594,2020-09-26 13:48:00,0.842,0.488,11.0,-7.856,0.0,0.0845,0.218,0.00739,0.0877,0.646,126.02,3YEsLVAYGKjGHcdGQOpiAY,4.0
2591,Alan Walker,On My Way - Da Tweekaz Remix,199375,2020-09-26 14:10:00,0.478,0.848,1.0,-3.85,0.0,0.0431,0.0934,0.0,0.0925,0.48,149.936,4Sp0jLZN8MgPnoGDufJS7N,4.0
2592,Dua Lipa,Love Is Religion (The Blessed Madonna Remix),173914,2020-09-26 14:13:00,0.807,0.805,0.0,-5.556,1.0,0.099,0.038,1.13e-06,0.495,0.932,121.979,1LEHndIydBAjB5ZSQqxPH5,4.0
2593,SAINt JHN,Roses - Imanbek Remix,174388,2020-09-26 14:17:00,0.77,0.724,8.0,-5.484,1.0,0.0495,0.0167,0.0107,0.353,0.898,121.975,24Yi9hE78yPEbZ4kxyoXAI,4.0
2594,Marshmello,FRIENDS - Borgeous Remix,176298,2020-09-26 14:20:00,0.439,0.847,0.0,-6.258,1.0,0.242,0.0246,0.0,0.139,0.298,114.099,1QdG3nKKTrNWlN9x9t1cH6,4.0
2595,Sia,Together - F9 Radio Remix,186168,2020-09-26 14:23:00,0.638,0.91,7.0,-7.296,1.0,0.0726,0.232,0.000409,0.192,0.726,108.946,0iHmK2jcMhk8juTjjbfMkt,4.0
2596,Dua Lipa,Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],155657,2020-09-26 14:26:00,0.808,0.655,11.0,-7.34,0.0,0.139,0.0373,0.0,0.208,0.56,116.029,0pk1hxhJLBSZZ5RKBhcwOa,4.0
2600,BTS,Dream Glow (BTS World Original Soundtrack) - Pt. 1,187457,2020-09-27 08:01:00,0.735,0.74,0.0,-3.837,0.0,0.0519,0.0967,0.0,0.101,0.541,141.948,4c1WgUnHXq2LEncGHKgj1I,4.0
2617,Tiësto,The Business,152000,2020-09-27 09:53:00,0.798,0.62,8.0,-7.079,0.0,0.232,0.414,0.0192,0.112,0.235,120.031,6f3Slt0GbA2bPZlz0aIFXN,4.0
2619,R3HAB,Family Values (with Nina Nesbitt),148000,2020-09-27 10:00:00,0.767,0.792,2.0,-4.661,0.0,0.0465,0.106,0.0,0.251,0.534,119.998,78oGtMmkv6MoIN0JI2dAEJ,4.0
2620,BEAUZ,Enemies,106177,2020-09-27 10:02:00,0.542,0.674,6.0,-4.169,1.0,0.21,0.0588,0.0,0.0955,0.667,76.388,0Xek5rqai2jcOWCYWJfVCF,4.0
2623,MAX,Checklist (feat. Chromeo),136595,2020-09-27 10:52:00,0.791,0.792,7.0,-4.023,0.0,0.0349,0.0709,0.0,0.196,0.873,123.059,3rT0YIyiE1n8JAUpBCUudE,4.0
2625,Sabrina Carpenter,Sue Me,179226,2020-09-27 10:59:00,0.46,0.809,6.0,-5.415,1.0,0.326,0.0422,5.04e-05,0.138,0.609,157.184,3WVhkjB7Y4xFruqoCAajBb,4.0
2627,NCT 127,Highway to Heaven - English Version,0,2020-09-27 11:07:00,0.676,0.74,6.0,-5.044,1.0,0.0494,0.00257,1.59e-05,0.0782,0.497,112.839,3WNuXdBxk8tQ2VI020dqvE,4.0
2628,PRETTYMUCH,Phases,215759,2020-09-27 11:07:00,0.77,0.636,11.0,-6.724,0.0,0.131,0.169,0.0,0.0676,0.492,105.93,3je88Q4OvTqIx7BFRFYvRA,4.0
2629,Troye Sivan,My My My!,1007,2020-09-27 11:12:00,0.701,0.458,1.0,-7.749,1.0,0.0836,0.00407,0.000151,0.045,0.482,102.967,4NiehSBQthimPzRsVeOgCT,4.0
2643,Avicii,Tough Love - Tiësto Remix / Radio Edit,159961,2020-09-28 03:16:00,0.594,0.935,8.0,-3.562,1.0,0.0565,0.0249,3.97e-06,0.637,0.366,127.015,7bF6tCO3gFb8INrEDcjNT5,4.0
2648,Bebe Rexha,I Got You - SNBRN Remix,175305,2020-09-28 03:34:00,0.665,0.756,9.0,-6.563,0.0,0.0415,0.25,0.00158,0.121,0.319,114.962,085czg1ZYAzX9R9PQqSMLe,4.0
2650,Nicky Romero,My Way - Marcus Santoro Remix,173430,2020-09-28 03:40:00,0.563,0.882,1.0,-4.755,0.0,0.0596,0.0122,2.09e-06,0.0641,0.296,125.043,4j5oym5wl44NwTOVT9ERhS,4.0
2674,Ariana Grande,Nobody (with Chaka Khan),56929,2020-09-28 14:19:00,0.331,0.772,10.0,-4.405,1.0,0.0907,0.0406,0.0,0.0847,0.738,207.75,3Z63jbwlq0u9IefkvpEj1T,4.0
2675,Ariana Grande,Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),190066,2020-09-28 14:23:00,0.644,0.755,1.0,-5.325,1.0,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,6zegtH6XXd2PDPLvy1Y0n2,4.0
2676,Donna Summer,Bad Girls (Gigamesh Remix),101272,2020-09-28 14:24:00,0.788,0.804,7.0,-4.756,1.0,0.0674,0.0444,0.00174,0.144,0.84,123.93,6q2fVOtgwrKTM7ETDVIgXu,4.0
2681,Jennifer Lopez,Dance Again,237266,2020-09-28 14:41:00,0.784,0.552,1.0,-7.261,0.0,0.0871,0.0447,0.0,0.192,0.465,111.984,5tJVdHErWeof8gCXJCtDDk,4.0
2690,Thomas Gold,Someone New,175313,2020-09-29 03:38:00,0.593,0.539,7.0,-5.946,1.0,0.0349,0.407,2.31e-06,0.286,0.577,91.98,22sS7JkzeVeq4vOPCB6Fbj,4.0
2693,Avicii,SOS - Laidback Luke Tribute Remix / Radio Edit,154778,2020-09-29 03:46:00,0.362,0.914,5.0,-4.46,0.0,0.0706,0.0101,0.0,0.0725,0.688,120.139,1yIB7K0XdkBf8hAq2VZn1w,4.0
2694,Armin van Buuren,Something Real,176258,2020-09-29 03:50:00,0.575,0.808,1.0,-4.578,1.0,0.0439,0.0446,0.0,0.0693,0.232,127.922,6BwClo5W3VvTzJv8bvZXDD,4.0
2695,Ina Wroldsen,Forgive or Forget - R3HAB Remix,181418,2020-09-29 03:53:00,0.601,0.813,9.0,-5.233,0.0,0.0624,0.0105,0.0,0.125,0.384,127.18,6bERyJwcB3qHDZMnT6Wy9p,4.0
2698,The Him,White Lies - Guy Arthur Remix,198810,2020-09-29 04:03:00,0.656,0.896,9.0,-4.461,0.0,0.0936,0.00428,0.000137,0.192,0.506,128.026,1FoMWISq2KNqKappkrG5Yo,4.0
2700,NERVO,Worlds Collide - Edison Cole Remix,159878,2020-09-29 04:08:00,0.631,0.862,8.0,-4.114,1.0,0.0515,0.0149,6.23e-05,0.103,0.438,145.01,3JqpIjrQfmW68YkpxXWPL4,4.0
2701,OLWIK,La La Light,161301,2020-09-29 04:12:00,0.72,0.801,9.0,-3.833,0.0,0.0501,0.0074,7.95e-06,0.725,0.818,125.003,3mQKWiSQjMKNEgBo20GAOb,4.0
2704,Tujamo,With U (feat. Karen Harding),175036,2020-09-29 04:19:00,0.785,0.865,8.0,-4.064,1.0,0.0307,0.0793,0.00103,0.0469,0.673,122.017,0RlRoQwro0aIKMJct9TKTW,4.0
2714,Cody Simpson,La Da Dee,196786,2020-09-29 09:14:00,0.657,0.828,5.0,-5.544,1.0,0.0728,0.00847,0.0,0.326,0.566,115.954,0ccwMrlZONy5yXrirq7lTe,4.0
2715,MKTO,American Dream,225746,2020-09-29 09:17:00,0.556,0.764,0.0,-5.054,1.0,0.0503,0.115,0.0,0.203,0.465,122.84,5RmIP2OglmIOvsOxrE43Xw,4.0
2716,G.R.L.,Vacation,16046,2020-09-29 09:21:00,0.591,0.814,6.0,-6.644,0.0,0.0507,0.238,0.357,0.333,0.472,175.991,6VLedRqw7wGnNa9epZ503a,4.0
2719,Jake Miller,Shake It,179758,2020-09-29 09:29:00,0.647,0.8,7.0,-5.384,1.0,0.165,0.0647,0.0,0.334,0.942,160.078,0cqRj7pUJDkTCEsJkx8snD,4.0
2742,Jack Harlow,Yikes,6528,2020-09-29 10:53:00,0.911,0.637,8.0,-8.381,1.0,0.447,0.0409,3.68e-05,0.238,0.66,149.996,75dLEqanQTupF3dtP9exT5,4.0
2748,Thomas Rhett,When You Look Like That,122253,2020-09-29 11:11:00,0.604,0.711,9.0,-5.018,1.0,0.0397,0.00739,1.17e-06,0.13,0.882,140.058,35sFGUnvLP2LPHzmdwsq40,4.0
2750,Jason Derulo,It Girl,192200,2020-09-29 12:39:00,0.668,0.718,1.0,-4.736,0.0,0.0605,0.0165,0.0,0.104,0.345,91.993,4fINc8dnfcz7AdhFYVA4i7,4.0
2751,Jason Derulo,Want to Want Me,207719,2020-09-29 12:42:00,0.775,0.68,0.0,-5.508,0.0,0.0629,0.00906,0.0,0.109,0.656,114.025,6zKrj4SomgfbvsfuTAuElE,4.0
2795,Kygo,Think About You - Galantis Remix,175190,2020-09-30 03:18:00,0.621,0.898,10.0,-4.569,1.0,0.0401,0.0976,1.08e-05,0.404,0.332,124.018,4fC6tDEFmSBBCRBUOPeQ8b,4.0
2796,Why Don't We,I Don't Belong In This Club - MOTi Remix,90795,2020-09-30 03:20:00,0.621,0.773,8.0,-6.023,0.0,0.162,0.000806,0.0,0.303,0.287,126.088,6XUH4PVIMdHD6kr4ZXnU1X,4.0
2797,benny blanco,I Found You (with Calvin Harris),187324,2020-09-30 03:23:00,0.775,0.872,6.0,-4.194,1.0,0.0469,0.033,0.0579,0.298,0.379,122.994,5sdb5pMhcK44SSLsj1moUh,4.0
2798,P!nk,Walk Me Home - R3HAB Remix,156334,2020-09-30 03:25:00,0.658,0.731,1.0,-4.089,1.0,0.0716,0.0454,1.1e-05,0.344,0.319,90.003,7wJFBZXG4AFQS9YwBQLkqL,4.0
2799,Don Diablo,Never Change,168097,2020-09-30 03:29:00,0.509,0.614,10.0,-8.89,1.0,0.358,0.0323,0.0,0.0723,0.456,173.934,1d6XDNrd6AjQiGHHVnTrfv,4.0
2801,Manse,Shine,143516,2020-09-30 03:34:00,0.74,0.804,3.0,-2.187,1.0,0.0546,0.411,0.0,0.0578,0.791,150.013,7nkp1uuSbKkoxMvEs8cSw0,4.0
2809,Nicky Romero,Distance,149769,2020-09-30 03:57:00,0.706,0.748,0.0,-4.168,1.0,0.326,0.273,0.0,0.0492,0.636,171.995,1s8FV98wv2UAi7xBufNB0q,4.0
2835,Lauv,i'm so tired...,162586,2020-10-02 12:09:00,0.599,0.733,11.0,-7.058,1.0,0.203,0.176,0.0,0.242,0.534,102.211,4vjpLMyL3ZO6aphdYr8XYw,4.0
2845,American Authors,Best Day Of My Life,194240,2020-10-03 06:40:00,0.673,0.902,2.0,-2.392,1.0,0.0346,0.0591,0.000262,0.0558,0.538,100.012,5Hroj5K7vLpIG4FNCRIjbP,4.0
2846,WALK THE MOON,Shut Up and Dance,199080,2020-10-03 06:44:00,0.578,0.866,1.0,-3.804,1.0,0.0619,0.00701,0.0,0.257,0.619,128.038,4kbj5MwxO1bq9wjT5g9HaA,4.0
2847,Olly Murs,Up (feat. Demi Lovato),224293,2020-10-03 06:48:00,0.692,0.831,9.0,-5.389,1.0,0.034,0.0146,0.0,0.103,0.676,114.972,1RidHM9BC4M8DpfSQ6YLJh,4.0
2848,Owl City,Good Time,205933,2020-10-03 06:51:00,0.56,0.872,3.0,-4.269,1.0,0.14,0.0239,6.98e-06,0.371,0.682,126.05,1kPpge9JDLpcj15qgrPbYX,4.0
2849,Meghan Trainor,Lips Are Movin,69216,2020-10-03 06:52:00,0.775,0.825,7.0,-5.402,1.0,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,6gj08XDlv9Duc2fPOxUmVD,4.0
2852,BLACKPINK,Ice Cream (with Selena Gomez),175813,2020-10-03 07:04:00,0.791,0.733,9.0,-3.852,1.0,0.35,0.0305,0.000169,0.0423,0.913,159.974,60jpDubMmVyR5molJp2TCm,4.0
2853,Sabrina Carpenter,Let Me Move You - From the Netflix film Work It,42200,2020-10-03 07:04:00,0.624,0.628,4.0,-6.582,0.0,0.0408,0.0112,0.0191,0.0814,0.772,114.556,0roOLcll6SSTYZwsQFmXqP,4.0
2855,Lady Gaga,Alejandro,274213,2020-10-03 07:11:00,0.595,0.498,1.0,-8.968,1.0,0.433,0.654,0.0,0.0961,0.426,89.68,3DmzlFC5HjplsAwf1v9pct,4.0
2856,Lady Gaga,Bad Romance,14292,2020-10-03 07:12:00,0.696,0.921,0.0,-3.755,1.0,0.0363,0.00314,5.24e-05,0.0842,0.714,119.001,0SiywuOBRcynK0uKGWdCnn,4.0
2857,Zaeden,kya karoon?,200275,2020-10-03 07:15:00,0.723,0.561,5.0,-8.322,0.0,0.035,0.642,7.11e-06,0.228,0.616,145.02,2nF4CJQfTfwft6TYVYLKiI,4.0
2858,Zaeden,Tempted To Touch (feat. Rupee),189444,2020-10-03 07:19:00,0.751,0.674,0.0,-7.367,1.0,0.072,0.0184,0.0,0.11,0.577,107.889,1raJLuHKTmc3au4fC2pmRm,4.0
2860,Zack Knight,Bom Diggy,207692,2020-10-03 07:37:00,0.782,0.827,11.0,-4.219,0.0,0.0627,0.159,0.0,0.226,0.498,104.032,6qCNaRRr5xJALfNJvh0NAw,4.0
2861,Mickey Singh,Name on it,205625,2020-10-03 07:41:00,0.714,0.653,6.0,-7.341,0.0,0.0855,0.0838,0.0,0.107,0.357,98.05,6lBTpWSk7BnMhxY9JEBrw4,4.0
2862,Raja Kumari,I Did It,141565,2020-10-03 07:43:00,0.699,0.799,7.0,-6.341,1.0,0.125,0.0168,0.0,0.3,0.698,170.211,3o0iTJn9RtMAT6zpqmNx7S,4.0
2866,Troye Sivan,Strawberries & Cigarettes,201538,2020-10-03 07:54:00,0.578,0.537,9.0,-8.676,1.0,0.0832,0.162,0.0,0.076,0.25,83.909,3afkJSKX0EAMsJXTZnDXXJ,4.0
2867,NIKI,lowkey,171355,2020-10-03 07:57:00,0.752,0.494,0.0,-8.18,1.0,0.0559,0.432,0.0,0.0869,0.227,117.901,5TTXEcfsYLh6fTarLaevTi,4.0
2868,Hwa Sa,Maria,19736,2020-10-03 08:03:00,0.658,0.749,9.0,-2.967,0.0,0.0634,0.238,2.03e-06,0.272,0.442,128.909,0ZeGfEAL5Rl4pd5LZBGuEK,4.0
2869,The Cranberries,Zombie,145610,2020-10-03 08:06:00,0.307,0.635,7.0,-8.957,1.0,0.0339,0.0154,0.00483,0.366,0.304,166.973,2IZZqH4K02UIYg5EohpNHF,4.0
2875,James Bay,Wild Love - Jonas Blue Remix,195559,2020-10-04 02:51:00,0.62,0.813,11.0,-5.328,0.0,0.0478,0.0189,5.04e-06,0.337,0.604,124.054,2YX0K9fzoyqWpT5sgyzVXS,4.0
2877,Jess Glynne,I'll Be There - Cahill Remix,177129,2020-10-04 02:57:00,0.595,0.887,7.0,-3.607,1.0,0.0387,0.00198,3.91e-05,0.0518,0.571,124.073,7gEbuXht8gYcA5OdN9zUpy,4.0
2881,Loud Luxury,I'm Not Alright,174167,2020-10-04 03:08:00,0.876,0.856,4.0,-3.884,1.0,0.0486,0.0812,1.29e-06,0.457,0.685,121.991,7Ht0v0LWBCOEjmNQ0iMpNr,4.0
2882,Becky Hill,Better Off Without You (feat. Shift K3Y),188758,2020-10-04 03:11:00,0.682,0.855,7.0,-3.282,1.0,0.0401,0.0566,1e-06,0.101,0.304,124.004,3oIVK7arAFuUOCGafPLxSC,4.0
2883,Steve Aoki,Crash Into Me,206564,2020-10-04 03:16:00,0.541,0.677,4.0,-10.764,1.0,0.0373,0.122,0.0191,0.0938,0.555,101.1,77pOyJP8PK4XoUr80TqJjr,4.0
2886,DVBBS,Somebody Like You,163278,2020-10-04 03:24:00,0.624,0.84,4.0,-5.768,1.0,0.0337,0.108,0.000546,0.144,0.656,111.02,0b9djfiuDIMw1zKH6gV74g,4.0
2893,Jax Jones,All Day And Night,156115,2020-10-04 05:27:00,0.567,0.765,1.0,-4.107,0.0,0.108,0.317,0.0,0.14,0.541,121.924,5naYe7rLMZcLfO1DKg48MK,4.0
2896,Sam Feldt,Magnets (feat. Sophie Simmons),175082,2020-10-04 05:37:00,0.731,0.802,5.0,-4.763,1.0,0.0623,0.022,0.0,0.059,0.434,121.991,0jlpHhGUFn4aAWLsRRnwep,4.0
2897,Ava Max,Sweet but Psycho - Morgan Page Dance Remix,203484,2020-10-04 05:40:00,0.645,0.795,1.0,-5.439,1.0,0.0343,0.0334,1.05e-05,0.089,0.424,127.959,1gwwks3lIsvJq5pDJ82fKK,4.0
2898,Gryffin,Remember (with ZOHARA),203857,2020-10-04 05:44:00,0.619,0.902,11.0,-4.157,0.0,0.0562,0.0953,0.0405,0.216,0.504,123.002,3aFxfpfeATHYg1n750dhgq,4.0
2900,Tyler Shaw,With You - Frank Walker Remix,202305,2020-10-04 05:51:00,0.686,0.613,2.0,-5.614,1.0,0.069,0.0386,0.0,0.251,0.452,104.988,06Z7Hy2LUzbcSFmWzwkun1,4.0
2905,Clean Bandit,Mama (feat. Ellie Goulding) - Tiësto’s Big Room Remix,147667,2020-10-04 06:06:00,0.684,0.95,1.0,-2.588,0.0,0.0809,0.0207,1.25e-06,0.105,0.436,125.974,3Mong1BzxMKwTZ0SbfLdcQ,4.0
2906,Alesso,TIME,103044,2020-10-04 06:18:00,0.677,0.688,0.0,-4.058,0.0,0.0633,0.138,0.0,0.114,0.198,98.049,6MxMqCgqmekcr0VwSU7AVH,4.0
2921,Rak-Su,Crush On You,7115,2020-10-05 03:19:00,0.827,0.635,11.0,-6.77,0.0,0.25,0.275,0.000117,0.109,0.767,88.868,0drNX41VJsi9s9NdQTU8rM,4.0
2927,Rak-Su,Girl,203606,2020-10-05 03:36:00,0.851,0.541,0.0,-6.825,1.0,0.0505,0.568,0.0,0.13,0.448,124.959,7fa9MBXhVfQ8P8Df9OEbD8,4.0
2930,Rak-Su,Blood Ties,185280,2020-10-05 04:29:00,0.676,0.476,0.0,-15.224,0.0,0.73,0.429,0.0,0.0902,0.579,74.932,2PRDwVnRjR2tv8G38Q6h1H,4.0
2931,Rak-Su,Princess Peach,212172,2020-10-05 04:33:00,0.731,0.734,5.0,-3.094,1.0,0.0524,0.486,0.8,0.0789,0.738,91.02,0HY0K228ZceNFFiOAfEjp2,4.0
2933,Rak-Su,Drunk Texting,7585,2020-10-05 04:36:00,0.523,0.477,0.0,-5.754,0.0,0.0731,0.185,0.0,0.266,0.372,68.975,1pxxlUuXMYbPSlIkolfp5J,4.0
2943,Normani,Motivation,193837,2020-10-06 03:15:00,0.599,0.887,4.0,-3.967,1.0,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,0rIAC4PXANcKmitJfoqmVm,4.0
2944,OneRepublic,Rescue Me,158899,2020-10-06 03:18:00,0.759,0.605,7.0,-7.737,1.0,0.0433,0.156,0.0,0.694,0.64,121.049,0mjAU3yKR1QnXnHtjGJqTM,4.0
