,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,time_signature
4674,Steve Aoki,Maldad,168158,2020-12-15 11:33:00,0.66,0.79,8.0,-6.368,1.0,0.225,0.138,0.0,0.0965,0.386,179.779,13sbj4dxjOcDbtjdvjXgCj,4.0
4678,R3HAB,Be Okay (with HRVY),141600,2020-12-15 11:47:00,0.73,0.558,8.0,-6.535,1.0,0.0786,0.0179,0.0,0.128,0.618,100.066,3RgQFleuuQKcCmig9ItyxQ,4.0
4679,MK,One Night (feat. Raphaella),161883,2020-12-15 11:50:00,0.486,0.896,11.0,-6.189,0.0,0.0346,0.0015,0.0443,0.217,0.195,123.967,4QUA94c3ycZm8dnpPih4sf,4.0
4680,MOTi,Friday (feat. JGUAR),139047,2020-12-15 11:52:00,0.554,0.762,1.0,-4.808,0.0,0.0895,0.00197,0.17,0.352,0.421,126.132,1Bs9jRUjt9ct4YBVNGOrNN,1.0
4681,Armin van Buuren,Million Voices,187150,2020-12-15 11:55:00,0.582,0.894,8.0,-6.298,1.0,0.041,0.0022,0.0223,0.0664,0.0694,125.946,0MOiv7WTXCqvm89lVCf9C8,4.0
4682,Krewella,Good On You,159198,2020-12-15 11:58:00,0.7,0.725,6.0,-5.644,0.0,0.0432,0.0524,5.97e-06,0.256,0.192,109.951,3BMpJkaH1nSLqlw7Vr2THM,4.0
4684,Martin Garrix,These Are The Times (feat. JRM),183675,2020-12-15 18:11:00,0.687,0.707,4.0,-6.19,1.0,0.0328,0.0536,9.29e-05,0.16,0.607,127.033,5YN0zHycJ0Yxz31A5QsVov,4.0
4685,Armin van Buuren,Still Better Off,179047,2020-12-15 18:14:00,0.617,0.963,6.0,-5.201,0.0,0.0724,0.00522,0.513,0.141,0.0763,126.033,0s03LdKmq1pnDIcKZ2K9Om,4.0
4686,R3HAB,Smells Like Teen Spirit,153442,2020-12-15 18:17:00,0.502,0.912,1.0,-4.556,1.0,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,1f3yAtsJtY87CTmM8RLnxf,4.0
4687,Ranji,The Moments I'm Missing - RANJI vs WHITENO1SE,184347,2020-12-15 18:20:00,0.362,0.883,1.0,-5.918,1.0,0.0703,0.0216,0.00813,0.115,0.0385,103.407,4YQPa47NDfRm61QrDWKazv,3.0
4689,Tiësto,God Is A Dancer (with Mabel),168125,2020-12-15 18:27:00,0.774,0.747,1.0,-3.908,0.0,0.082,0.0241,6.11e-06,0.342,0.833,119.964,6fenHIxXuuzKB55wY4WCHP,4.0
4690,Klaas,Someone Like You,175714,2020-12-15 18:30:00,0.556,0.319,9.0,-8.251,1.0,0.0281,0.893,0.0,0.0996,0.294,135.187,3bNv3VuUOKgrf5hu3YcuRo,4.0
4692,Dimitri Vegas & Like Mike,Get in Trouble (So What),161739,2020-12-15 18:36:00,0.558,0.99,1.0,-3.877,1.0,0.128,0.000206,0.376,0.0797,0.0738,138.074,5KC7ginqShi7mhDQLttQh0,4.0
4694,Martin Garrix,Higher Ground (feat. John Martin),160110,2020-12-15 18:41:00,0.442,0.619,1.0,-5.28,1.0,0.0321,0.0841,0.0,0.0889,0.382,128.318,0rohJsT6NWsThpukt0Xxdc,4.0
4695,Lewis Capaldi,Bruises - Steve Void Remix,207484,2020-12-16 02:32:00,0.79,0.746,9.0,-5.96,1.0,0.0498,0.241,0.0,0.316,0.538,124.972,27ATiCiQFkkOp7O3K2UWDC,4.0
4696,Olaf Blackwood,Reasons (Kadrian Remix),179942,2020-12-16 02:35:00,0.744,0.423,3.0,-10.631,1.0,0.0715,0.237,0.00123,0.103,0.492,117.98,0uGZuxYW49lqTFNi5prGKf,4.0
4697,Crazy Cousinz,Outline (feat. Julie Bergan),200696,2020-12-16 02:39:00,0.705,0.701,7.0,-3.444,1.0,0.0512,0.029,0.0,0.179,0.589,124.967,1jO5cLkg1lJdYqgR2WPAwM,4.0
4698,Frank Walker,Can't Let Go (feat. Harry Hudson),194575,2020-12-16 02:42:00,0.618,0.838,7.0,-4.992,1.0,0.178,0.00503,1.04e-05,0.175,0.46,119.007,2wlJujDcmEpJ4egO6Sx56w,4.0
4699,Martin Garrix,Ocean (feat. Khalid) - DubVision Remix,241008,2020-12-16 02:46:00,0.611,0.835,3.0,-4.686,1.0,0.0558,0.0192,8.92e-06,0.0963,0.499,127.978,5hxIWOdB3YAwuRMcdYUXNB,4.0
4701,Alexander Oscar,Complicated - Faustix Remix,133523,2020-12-16 02:50:00,0.789,0.728,1.0,-7.869,0.0,0.129,0.0473,1.33e-05,0.334,0.645,124.995,0HbPfCPmndvkevg4TjwcJQ,4.0
4702,GATTÜSO,When In Rome - Mark Sixma Remix,174420,2020-12-16 02:53:00,0.61,0.854,11.0,-5.118,1.0,0.0928,0.00524,1.25e-06,0.127,0.576,127.953,76kkAnqj73aaP5xkrfpWb4,4.0
4703,Hardwell,I'm Not Sorry,184218,2020-12-16 02:56:00,0.649,0.82,4.0,-3.812,1.0,0.0558,0.121,0.0,0.0771,0.349,128.096,4uLQJx83wAjEme7NUKW8wZ,4.0
4707,Galantis,We Can Get High,141785,2020-12-16 03:08:00,0.654,0.782,4.0,-5.179,0.0,0.0494,0.0668,0.0,0.303,0.349,150.078,0Vct1PkjAYGH2X4iwNVR71,4.0
4709,Ellie Goulding,Still Falling For You - Laibert Remix,190840,2020-12-17 13:07:00,0.68,0.814,1.0,-5.694,1.0,0.0309,0.0255,0.0188,0.0288,0.571,120.004,13o8O9g5aoXYR048GhOhmG,4.0
4710,Erik Frank,Secrets,183858,2020-12-17 13:10:00,0.848,0.768,6.0,-5.386,0.0,0.0373,0.0412,0.000785,0.195,0.777,118.961,66W1rVTnEv86dIkFhoiElg,4.0
4711,The Chainsmokers,Takeaway (feat. Lennon Stella) - Andrew Rayel Remix,153844,2020-12-17 13:13:00,0.468,0.83,8.0,-3.301,1.0,0.0727,0.000187,0.0,0.0875,0.162,126.835,16QhpULFOW9fE2yvXsJV6A,4.0
4719,ANG,Dance Of The Swans,163636,2020-12-19 05:26:00,0.622,0.89,4.0,-1.752,0.0,0.0559,0.0638,0.587,0.208,0.444,132.043,1JFgveMkVoaLhF3tNRsu6T,4.0
4723,Jake Miller,SIMPLE LIFE,214326,2020-12-19 05:42:00,0.443,0.6,1.0,-12.83,1.0,0.0327,0.0025,0.948,0.132,0.0942,94.003,3HZ2VcIGOg2k7UtQmYIeiu,4.0
4724,Ofenbach,Head Shoulders Knees & Toes (feat. Norma Jean Martine) - Robin Schulz Remix,89277,2020-12-19 05:44:00,0.635,0.758,4.0,-6.016,0.0,0.333,0.0211,0.0,0.216,0.668,125.065,1EgHY5feOjDj6SueWu0NbZ,4.0
4727,Rak-Su,No Contest,173250,2020-12-19 05:53:00,0.615,0.63,3.0,-5.192,0.0,0.0556,0.426,3.54e-06,0.346,0.664,130.054,0ANeGciPIYEzZCgIj8rELS,4.0
4728,Pelé,Acredita No Véio (Listen To The Old Man) - Galantis Version,137137,2020-12-19 05:56:00,0.738,0.918,9.0,-6.051,1.0,0.0904,0.0274,0.0033,0.084,0.924,105.008,7xcNCekHtd8xR6VFTgspWL,4.0
4730,The Vamps,Would You - Acoustic,87115,2020-12-19 06:03:00,0.553,0.438,7.0,-7.906,1.0,0.0407,0.336,3.04e-05,0.129,0.523,102.951,4ArOchMBMKfCPpjGYb0TdB,4.0
4732,Shawn Mendes,Teach Me How To Love,21896,2020-12-19 06:07:00,0.592,0.885,9.0,-4.944,0.0,0.0807,0.0505,2.38e-06,0.0843,0.731,98.991,5LZtB6nxvjIhUoElp3Zqk0,4.0
4733,Dimitri Vegas & Like Mike,All I Want for Christmas is You,153073,2020-12-19 06:09:00,0.336,0.627,7.0,-7.463,1.0,0.0384,0.164,0.0,0.0708,0.35,150.273,0bYg9bo50gSsH3LtXe2SQn,4.0
4735,Felix Jaehn,I Just Wanna (feat. Bow Anderson),130774,2020-12-19 06:16:00,0.696,0.724,11.0,-7.083,1.0,0.0421,0.18,8.69e-05,0.251,0.568,117.998,1cVQmBnSLjhWB67iqAXYZZ,4.0
4738,Billie Eilish,you should see me in a crown,180952,2020-12-19 06:23:00,0.678,0.533,4.0,-10.485,1.0,0.186,0.462,0.219,0.139,0.323,150.455,3XF5xLJHOQQRbWya6hBp7d,4.0
4749,Madison Beer,Home with You,97476,2020-12-19 07:28:00,0.631,0.599,7.0,-6.137,0.0,0.0878,0.067,0.0,0.0952,0.727,170.122,0iwsQWgtjSq2kUXuZwTDAL,4.0
4761,Gryffin,Body Back - VIP Remix,77788,2020-12-20 12:33:00,0.613,0.762,8.0,-6.941,1.0,0.0453,0.163,0.000171,0.112,0.502,128.043,3iTZ5Fm4nDP8BNnBhg8RR7,4.0
4763,Jonah Baker,Lonely - Acoustic,101708,2020-12-20 12:37:00,0.369,0.235,2.0,-10.511,1.0,0.0435,0.882,0.0,0.108,0.227,77.937,12AKFQyF4FaQY4AKYqBUvc,4.0
4767,Loote,Exes,128773,2020-12-21 12:30:00,0.741,0.634,11.0,-6.849,1.0,0.0689,0.632,0.0,0.133,0.77,99.815,2oiAK0q2T92O0pQxLEo4Yn,4.0
4768,Mike Perry,Take It Slowly,149125,2020-12-21 12:33:00,0.668,0.765,6.0,-4.728,1.0,0.0447,0.00527,6.33e-05,0.402,0.591,116.103,40NHYiCMWAWLeUiBSCRjr4,1.0
4769,Salim–Sulaiman,Zinda Dili,157930,2020-12-21 12:35:00,0.488,0.889,4.0,-4.583,1.0,0.0669,0.38,0.0,0.13,0.118,124.925,1ZVM6nEcLkBQAawbYufNZI,4.0
4770,FLETCHER,Undrunk,183428,2020-12-21 12:38:00,0.442,0.579,5.0,-6.484,1.0,0.145,0.489,1.04e-06,0.126,0.546,83.336,1Pj5oOFzLYELyyeh1IYRK0,4.0
4775,Demi Lovato,Sorry Not Sorry,113663,2020-12-21 12:52:00,0.705,0.64,11.0,-6.928,0.0,0.225,0.0237,0.0,0.262,0.887,144.077,7gvd8xj4QgPqbQSsn5pV7d,4.0
4778,Zara Larsson,Never Forget You,46788,2020-12-21 13:01:00,0.583,0.732,11.0,-5.728,0.0,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,6hmhG1b4LEyNuashVvuIAo,4.0
4779,Selena Gomez,Lose You To Love Me,2127,2020-12-21 13:03:00,0.488,0.343,4.0,-8.985,1.0,0.0436,0.556,0.0,0.21,0.0978,102.819,4l0Mvzj72xxOpRrp6h8nHi,4.0
4780,Sabrina Carpenter,Thumbs,111290,2020-12-21 13:03:00,0.73,0.718,8.0,-3.496,1.0,0.0478,0.0284,0.0,0.0892,0.127,135.045,6WC5fhc9XMaCrUNKNjm9xE,4.0
4783,ZAYN,There You Are,199600,2020-12-21 13:12:00,0.452,0.688,0.0,-4.84,0.0,0.0385,0.0263,0.0,0.11,0.313,76.99,5y4XJ9UFS5eOdoYPF5pSAE,4.0
4784,Zara Larsson,Love Me Land,159810,2020-12-21 13:15:00,0.591,0.457,2.0,-7.405,0.0,0.0369,0.0872,2.97e-05,0.152,0.253,107.88,6PpjTwIIvJHXZBwpZ0f8Eq,4.0
4786,Camila Cabello,Liar,188866,2020-12-21 13:27:00,0.74,0.498,11.0,-6.684,0.0,0.0456,0.0169,0.00282,0.319,0.652,98.016,7LzouaWGFCy4tkXDOOnEyM,4.0
4792,Kesha,C'Mon,214306,2020-12-21 13:45:00,0.638,0.942,5.0,-4.163,0.0,0.0857,0.015,0.0,0.31,0.745,142.896,3lnjFENd7rHxPYM9b964Md,4.0
4793,Kesha,Crazy Kids,38607,2020-12-21 13:48:00,0.742,0.706,0.0,-4.6,0.0,0.0433,0.0141,0.00568,0.133,0.478,128.03,1sNctqVr9zdS7i1RZNjIgY,4.0
4795,Sigala,Wish You Well (with Sigala),8301,2020-12-21 13:49:00,0.67,0.89,5.0,-3.785,0.0,0.0576,0.122,0.0,0.333,0.568,124.967,3kb8KSoYVBkZ1YXeynYMow,4.0
4796,Yellow Claw,Get Up (feat. Kiddo),166306,2020-12-21 13:51:00,0.776,0.867,0.0,-4.414,1.0,0.0559,0.0151,0.00169,0.0709,0.59,99.018,7ANf9LulmCKIQhetOIGN4D,4.0
4797,FROZT,Fade Away,173873,2020-12-21 13:54:00,0.726,0.414,9.0,-12.296,0.0,0.269,0.406,0.0,0.0713,0.47,150.009,32ypPhtgTaETvFn3ZIHXTW,4.0
4809,Medha Sahi,Myself,204750,2020-12-22 07:12:00,0.745,0.561,9.0,-5.513,0.0,0.072,0.465,1.12e-06,0.0338,0.902,195.918,5YLHLxoZsodDWjqSgjhBf3,4.0
4817,Rachel Varghese,Untameable,178588,2020-12-22 07:43:00,0.612,0.744,11.0,-5.715,0.0,0.0414,0.477,0.0,0.0784,0.506,84.989,20axU6S5zq8dMpQBVZSCe3,4.0
4831,Harsh Lok,Agar Tum Mil Gaye,217200,2020-12-26 02:11:00,0.629,0.286,5.0,-13.134,1.0,0.0315,0.894,0.000467,0.123,0.196,119.989,11ZciqbjvPe9ByRi8eo8qk,4.0
4833,Rita Ora,Only Want You (Martin Jensen Remix),157224,2020-12-26 03:23:00,0.37,0.675,9.0,-6.167,1.0,0.103,0.562,0.0,0.247,0.437,76.087,1dLDPlyQVwBTPPF1jC5pK6,4.0
4837,R3HAB,Don't Give Up On Me Now,123129,2020-12-26 03:33:00,0.689,0.705,4.0,-5.357,1.0,0.0462,0.0872,0.0,0.124,0.27,115.231,76yOifDfvrq9NruvjGfQsL,4.0
4839,Ed Sheeran,Beautiful People (feat. Khalid) - NOTD Remix,148667,2020-12-26 03:38:00,0.702,0.794,3.0,-5.913,1.0,0.0562,0.00715,4.56e-05,0.11,0.37,103.972,6J7WMB5GII6pEOzy687jhO,4.0
4842,Lucas & Steve,Say Something - RetroVision Remix,187620,2020-12-26 03:47:00,0.779,0.756,8.0,-4.669,1.0,0.0887,0.215,2.48e-06,0.333,0.795,125.988,7MwoGAOLI3MnEC7mGFOYcW,4.0
4843,John De Sohn,Love You Better,167971,2020-12-26 03:50:00,0.733,0.786,11.0,-7.494,1.0,0.0422,0.0931,0.0013,0.1,0.786,102.999,4UuGBDjt8gLXsANZqZxMBz,4.0
4850,Katy Perry,Never Really Over,223523,2020-12-27 06:56:00,0.77,0.882,8.0,-4.792,1.0,0.0602,0.194,0.0,0.316,0.385,99.991,5PYQUBXc7NYeI1obMKSJK0,4.0
4858,5 Seconds of Summer,Easier,59121,2020-12-27 07:18:00,0.562,0.46,5.0,-4.173,1.0,0.259,0.476,0.0,0.107,0.623,176.055,2bjUEg4jBtKBlPdNrTAppI,4.0
4919,Medha Sahi,I Don't Do Love Anymore,166615,2020-12-30 13:57:00,0.592,0.234,2.0,-8.82,1.0,0.0281,0.918,5.64e-06,0.14,0.354,129.504,65SgMuyu8DvMBzLcE1D0sP,4.0
4933,Shawn Mendes,If I Can't Have You - Gryffin Remix,232604,2020-12-31 02:46:00,0.642,0.818,2.0,-4.552,1.0,0.032,0.0567,0.0,0.0919,0.59,124.957,1IXGILkPm0tOCNeq00kCPa,4.0
4936,MOTi,Found Love (feat. Lovespeake),149202,2020-12-31 04:09:00,0.6,0.888,8.0,-4.612,1.0,0.13,0.00166,0.0,0.4,0.641,126.056,7EHCt2jdVwHp557sfMPosf,4.0
4937,James Arthur,You Deserve Better - Andrelli Remix,193023,2020-12-31 04:13:00,0.685,0.712,6.0,-4.302,0.0,0.0894,0.334,1.1e-06,0.047,0.483,114.989,0JumfyG7GUshFjxouEXwhw,4.0
4939,Katy Perry,Never Really Over - R3HAB Remix,185707,2020-12-31 04:19:00,0.449,0.856,5.0,-4.788,0.0,0.0623,0.187,0.0,0.176,0.152,112.648,2OAylPUDDfwRGfe0lYqlCQ,4.0
4940,Ellie Goulding,Sixteen - Don Diablo Remix,173272,2020-12-31 04:22:00,0.493,0.773,5.0,-3.791,0.0,0.157,0.429,7.07e-06,0.0807,0.301,123.149,3jwQwGVERUXo7eaAgL1xAo,4.0
4944,Frank Walker,Only When It Rains,169000,2021-01-01 01:16:00,0.792,0.724,11.0,-5.108,0.0,0.0362,0.219,0.0,0.0911,0.429,109.984,3ccIZSRn5I2zcWkpdO9gZB,4.0
4947,Drax Project,Woke Up Late (feat. Hailee Steinfeld) - Sam Feldt Remix,196475,2021-01-01 02:08:00,0.63,0.726,0.0,-3.753,1.0,0.0978,0.0717,0.0,0.108,0.499,122.055,7rpyHKSH3dkrsKEgv1eNgv,4.0
4950,Borgeous,Leave,193640,2021-01-01 02:23:00,0.701,0.492,8.0,-10.576,0.0,0.05,0.258,0.0,0.112,0.2,88.989,5iX1FIxAdb3YoWP846kjvP,4.0
4951,Rita Ora,Only Want You (Sam Feldt Remix),179150,2021-01-01 02:26:00,0.568,0.817,9.0,-4.049,1.0,0.147,0.205,3.46e-05,0.123,0.352,105.912,6uxyKRxjUnuNufdoKk0qML,4.0
4955,Why Don't We,8 Letters - R3HAB Remix,54651,2021-01-01 02:37:00,0.638,0.708,1.0,-5.001,0.0,0.0421,0.24,0.0,0.311,0.582,103.16,03enfjB0Jop0kRJx8AODM5,4.0
4957,Steve Aoki,Waste It On Me,15898,2021-01-04 07:38:00,0.669,0.684,7.0,-4.595,1.0,0.0585,0.252,0.0,0.72,0.466,96.097,66XDf77gBcfQKi4I2vIbTj,4.0
4959,ILLENIUM,Hearts on Fire,236317,2021-01-04 07:42:00,0.365,0.765,1.0,-4.449,1.0,0.0416,0.0088,2.06e-06,0.0959,0.241,179.955,02oT3HvcsXD64VwOBtH8yM,3.0
4960,ILLENIUM,Paper Thin,197062,2021-01-04 07:46:00,0.714,0.243,0.0,-13.513,1.0,0.0478,0.646,0.212,0.11,0.504,125.834,7eSpC3LmfoV2wtLZqJyyHG,4.0
4963,ILLENIUM,It's All on U - T-Mass & LZRD Remix,204778,2021-01-04 07:57:00,0.536,0.782,7.0,-4.139,0.0,0.0485,0.039,3.64e-05,0.0691,0.405,154.93,0Vc3nfRMdvY5iX6AHVWSMN,4.0
4968,Kesha,Blow,219973,2021-01-04 08:39:00,0.38,0.0993,2.0,-20.567,1.0,0.0509,0.914,2.32e-05,0.0605,0.44,174.874,18GiV1BaXzPVYpp9rmOg0E,4.0
4970,Kesha,Crazy Beautiful Life,170213,2021-01-04 08:47:00,0.804,0.57,8.0,-4.691,1.0,0.0343,0.0158,2.83e-05,0.14,0.803,104.999,1YcOjtjiwwiwlrzmeueQ45,4.0
4972,Kesha,c u next tuesday,16367,2021-01-04 08:52:00,0.716,0.925,11.0,-4.471,1.0,0.0498,0.0254,0.0,0.0681,0.701,125.932,484FfAR6a32EjIF8U5PVa1,4.0
4973,Kesha,Your Love Is My Drug - Bimbo Jones Radio,14214,2021-01-04 08:52:00,0.632,0.948,10.0,-3.166,0.0,0.0976,0.0166,0.000312,0.36,0.762,128.336,187QNdyxLm5eU8xgwSAIlb,4.0
4974,Cash Cash,How to Love (feat. Sofia Reyes) - Fawks Flip,247500,2021-01-04 08:56:00,0.659,0.966,4.0,-3.531,0.0,0.0465,0.00146,0.0468,0.141,0.764,127.971,1RBz0DgMmcCBv10XyVIHeD,4.0
4976,Cash Cash,How to Love (feat. Sofia Reyes) - Arty Remix,196649,2021-01-04 09:02:00,0.353,0.746,0.0,-4.933,1.0,0.0481,0.0311,0.0,0.191,0.245,118.101,5ROrU2bYQiiscxeQCrAnmK,4.0
4977,Cash Cash,How to Love (feat. Sofia Reyes) - Hellberg Remix,202539,2021-01-04 09:05:00,0.578,0.8,9.0,-6.519,1.0,0.0572,0.0262,0.00989,0.11,0.457,127.931,4aY5372weXNI9zRc1bQfqc,4.0
4978,Cash Cash,How to Love (feat. Sofia Reyes) - Fawks.i_o Remix,261818,2021-01-04 09:10:00,0.387,0.942,9.0,-2.986,0.0,0.162,0.0023,0.00011,0.262,0.211,164.991,6R7ToB06op4YwNNYA6zWwp,4.0
4980,Hurshel,Chasing,162672,2021-01-04 11:36:00,0.563,0.592,9.0,-4.571,1.0,0.0276,0.209,5.08e-05,0.132,0.136,104.016,11bD1JtSjlIgKgZG2134DZ,4.0
4981,DJ Yasmin,Love Like a Show,138304,2021-01-04 11:39:00,0.865,0.838,5.0,-3.747,1.0,0.072,0.167,0.0228,0.102,0.587,117.981,4vAUbiGW4sj7VOZ6B9Lrad,4.0
4982,Foxela,For You,154616,2021-01-04 11:42:00,0.533,0.838,0.0,-3.723,1.0,0.0319,0.102,0.0,0.394,0.449,75.021,7rLvsAO1yb7ElxPhkz60qh,4.0
4983,Sixth Sense,MIRA,169950,2021-01-04 11:44:00,0.817,0.848,1.0,-4.377,0.0,0.125,0.287,0.0,0.133,0.704,96.015,3X3TFQcM7aD7Mt0s6K9Od2,4.0
4986,RICZA,To You,161249,2021-01-04 11:55:00,0.319,0.739,0.0,-5.74,1.0,0.272,0.0285,0.0,0.111,0.449,194.169,42ydLwx4i5V49RXHOozJZq,4.0
4988,Armin van Buuren,Slow Lane,174721,2021-01-04 12:01:00,0.606,0.83,7.0,-4.322,1.0,0.0569,0.00624,0.0,0.157,0.303,120.02,2GvnieNPXvvgnrQne1HEtl,4.0
4989,R3SPAWN,Chasing Stars,132269,2021-01-04 12:14:00,0.633,0.729,1.0,-7.885,1.0,0.0301,0.0655,0.00339,0.297,0.487,140.028,6T9U8iVt6mFXLTuBzFCsKL,3.0
4991,Tomatow,Can't Let You Go,8560,2021-01-06 08:54:00,0.648,0.455,1.0,-7.122,1.0,0.0341,0.463,0.0,0.109,0.183,129.9,5RfrZ5Lgr3fdtgnvhh3va8,4.0
5017,MJ Kuok,Higher,123472,2021-01-07 07:21:00,0.442,0.619,1.0,-5.28,1.0,0.0321,0.0841,0.0,0.0889,0.382,128.318,0rohJsT6NWsThpukt0Xxdc,4.0
5018,Alphalove,Don't Wanna Stop (feat. Conor Maynard),154939,2021-01-07 07:23:00,0.448,0.879,11.0,-4.858,0.0,0.0968,0.112,0.0,0.0733,0.608,123.458,725u2wCoy8kDmyAckV72Br,4.0
5019,BATE,Casino Royale,205767,2021-01-07 07:27:00,0.611,0.832,2.0,-4.399,0.0,0.0502,0.0498,0.0,0.23,0.452,150.017,06WUBlzmgs4R4KUgcHROoL,4.0
5020,Dino Warriors,Show Me Love - Dimitri Vegas Edit,147197,2021-01-07 07:29:00,0.616,0.753,5.0,-5.779,1.0,0.291,0.0885,3.79e-05,0.104,0.502,124.03,0W7RIKVUEj307xe1zYIgqx,4.0
5021,BÔN,Full Control,174435,2021-01-07 07:32:00,0.545,0.751,11.0,-4.685,1.0,0.0316,9.6e-05,0.0621,0.135,0.575,117.004,3VDc9l2LmtiXIpdV2hYLsg,4.0
5022,HVRDVR,To The Sky,195274,2021-01-07 07:36:00,0.497,0.624,11.0,-9.065,1.0,0.0825,0.261,2.31e-06,0.119,0.925,175.007,67Zrgf1AUktvq39nMq0k5M,4.0
5032,JESSIA,Shivers,110,2021-01-12 06:01:00,0.516,0.942,1.0,-2.023,1.0,0.256,0.00113,0.0182,0.502,0.72,161.013,07EhpBhnDfZ6Vm7EwjSHIY,4.0
5035,The Him,Found Me (feat. Maria Hazell),192820,2021-01-12 06:13:00,0.667,0.824,7.0,-4.682,1.0,0.0396,0.0668,4.91e-06,0.131,0.59,117.019,7ubEV4AIzzuaGKnl23GhjR,4.0
5036,Embody,I Miss You,176000,2021-01-12 06:16:00,0.693,0.624,0.0,-7.482,0.0,0.0448,0.299,7.64e-06,0.0955,0.369,105.002,0Ult84lvFuqNvbyXwyRQ58,4.0
5037,Vicetone,Waiting,205714,2021-01-12 06:20:00,0.579,0.736,6.0,-3.863,0.0,0.0527,0.31,0.0,0.198,0.613,127.999,2P4OICZRVAQcYAV2JReRfj,4.0
5040,The Him,Always,690,2021-01-12 06:26:00,0.425,0.605,10.0,-3.453,1.0,0.0331,0.776,0.0,0.311,0.282,128.665,4LsMjCB4qt4RnWcJBiHrA6,4.0
5041,Unknown Brain,Perfect 10,136930,2021-01-12 06:26:00,0.567,0.745,11.0,-4.401,0.0,0.0474,0.00574,4.09e-05,0.0678,0.288,89.995,5Hw9CAudVzckWfrsZKDCJC,4.0
5042,Tritonal,Little Bit Of Love - Anton Powers Remix,1550,2021-01-12 06:26:00,0.682,0.697,8.0,-6.238,1.0,0.0511,0.0597,7.63e-05,0.0943,0.487,123.985,3jXBB8U3GXCY34LFLC6LNh,4.0
5043,Hot Shade,California,169157,2021-01-12 06:29:00,0.611,0.804,8.0,-5.021,1.0,0.155,0.217,0.0,0.306,0.602,177.929,0td8QgmgwUwlbk58VKf6Fl,3.0
5044,Vicetone,Something Strange,189579,2021-01-12 06:33:00,0.628,0.817,4.0,-4.223,1.0,0.0287,0.242,1.31e-05,0.262,0.539,119.041,2YNVpj4AfBb3HN1QTqEcVB,4.0
5057,Disco Fries,Moving Mountains - GATTÜSO Remix,182295,2021-01-12 07:09:00,0.643,0.925,0.0,-5.642,0.0,0.0377,0.0488,2.82e-05,0.159,0.616,121.969,3qBnc1nWty6LjPIjXuAigw,4.0
5058,GATTÜSO,When In Rome,194767,2021-01-12 07:12:00,0.61,0.854,11.0,-5.118,1.0,0.0928,0.00524,1.25e-06,0.127,0.576,127.953,76kkAnqj73aaP5xkrfpWb4,4.0
5059,Sigala,We Got Love,213040,2021-01-12 07:17:00,0.514,0.64,7.0,-7.933,1.0,0.283,0.0731,5.22e-05,0.869,0.434,60.303,2kb4428A9EMmTDehxUruv9,4.0
5060,Moguai,Hold On (feat. Cheat Codes) - 2020 Edit,144909,2021-01-12 07:19:00,0.622,0.802,9.0,-4.969,0.0,0.167,0.17,0.0,0.263,0.764,124.859,2FGh2ref26EwA3Z5st5oHb,4.0
5061,Mike Williams,Wait Another Day,179217,2021-01-12 07:22:00,0.727,0.912,8.0,-3.594,0.0,0.0377,0.0272,0.000443,0.118,0.671,126.023,7qZOnik9K8Mv987ccBjwwj,4.0
5064,CLMD,DANCE,174448,2021-01-12 07:33:00,0.824,0.588,6.0,-6.4,0.0,0.0924,0.692,0.000104,0.149,0.513,98.027,2XU0oxnq2qxCpomAAuJY8K,4.0
5065,Mesto,Leyla,181810,2021-01-12 07:36:00,0.817,0.728,4.0,-5.382,0.0,0.0973,0.156,0.0,0.0831,0.538,107.117,4pEylyftELdaYfRROnRhFs,4.0
5068,Nicky Romero,Paradise,215336,2021-01-12 07:55:00,0.449,0.585,5.0,-6.762,1.0,0.0268,0.0522,8.49e-05,0.0833,0.203,139.627,6nek1Nin9q48AVZcWs9e9D,4.0
5072,Raaban,Million Lights,186666,2021-01-12 08:08:00,0.696,0.907,0.0,-4.157,0.0,0.073,0.0191,1.23e-05,0.124,0.466,125.932,0MTNn4zNL9sgy5evzyuh71,4.0
5074,Tritonal,When I'm With U - RetroVision Remix,172380,2021-01-12 08:15:00,0.708,0.845,7.0,-3.882,1.0,0.0461,0.12,0.0,0.479,0.359,125.977,0d6MuqU03dMVz0EheiLm1N,4.0
5075,Don Diablo,Congratulations,201500,2021-01-12 08:18:00,0.63,0.804,6.0,-4.183,1.0,0.0363,0.215,0.0,0.253,0.492,123.146,3a1lNhkSLSkpJE4MSHpDu9,4.0
5076,MOTi,Beautiful,150000,2021-01-12 08:21:00,0.64,0.648,5.0,-8.113,0.0,0.187,0.124,0.0,0.0802,0.548,92.977,4evmHXcjt3bTUHD1cvny97,4.0
5079,Young Bombs,Better Day (feat. Aloe Blacc),191785,2021-01-12 08:39:00,0.662,0.823,9.0,-4.7,1.0,0.0971,0.073,0.0,0.0833,0.435,118.958,5NeFmsnXBy6xVbz8pesM5l,4.0
5080,Davai,Tear Me Down (feat. Philip Rustad),184500,2021-01-12 08:42:00,0.72,0.817,11.0,-4.344,1.0,0.109,0.263,0.0,0.103,0.703,100.02,71UYuIZf0TeXAjyy72COVr,4.0
