,name,endTime,artistName,trackName,msPlayed,datetime,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0,Boys Like You (feat. Iggy Azalea),2019-06-22 07:42,VVAVES,Boys Like You (feat. Iggy Azalea),179745,2019-06-22 07:42:00,0.868,0.681,4,-6.2,0,0.13,0.0677,0.0,0.0734,0.428,109.985,audio_features,73D9aoXt4vnm0QIkBDFzyP,spotify:track:73D9aoXt4vnm0QIkBDFzyP,https://api.spotify.com/v1/tracks/73D9aoXt4vnm0QIkBDFzyP,https://api.spotify.com/v1/audio-analysis/73D9aoXt4vnm0QIkBDFzyP,179746,4
1,Boys Like You (feat. Iggy Azalea),2019-06-22 07:45,VVAVES,Boys Like You (feat. Iggy Azalea),179745,2019-06-22 07:45:00,0.868,0.681,4,-6.2,0,0.13,0.0677,0.0,0.0734,0.428,109.985,audio_features,73D9aoXt4vnm0QIkBDFzyP,spotify:track:73D9aoXt4vnm0QIkBDFzyP,https://api.spotify.com/v1/tracks/73D9aoXt4vnm0QIkBDFzyP,https://api.spotify.com/v1/audio-analysis/73D9aoXt4vnm0QIkBDFzyP,179746,4
2,Too Much,2019-06-22 07:48,Carly Rae Jepsen,Too Much,179477,2019-06-22 07:48:00,0.443,0.533,0,-6.549,1,0.0396,0.371,0.0,0.128,0.201,77.342,audio_features,39jXnbACjiaiTwwhsr5sY5,spotify:track:39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/tracks/39jXnbACjiaiTwwhsr5sY5,https://api.spotify.com/v1/audio-analysis/39jXnbACjiaiTwwhsr5sY5,223044,4
3,Don’t Give Up On Me Now (with Julie Bergan),2019-06-22 07:50,R3HAB,Don’t Give Up On Me Now (with Julie Bergan),127826,2019-06-22 07:50:00,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,audio_features,46W9iEjOg5nkMvb6lo4Jwz,spotify:track:46W9iEjOg5nkMvb6lo4Jwz,https://api.spotify.com/v1/tracks/46W9iEjOg5nkMvb6lo4Jwz,https://api.spotify.com/v1/audio-analysis/46W9iEjOg5nkMvb6lo4Jwz,127826,4
4,Killing Time,2019-06-22 07:53,R3HAB,Killing Time,193142,2019-06-22 07:53:00,0.779,0.51,8,-7.953,1,0.0695,0.243,0.0,0.102,0.279,93.049,audio_features,0CqYZYOOHXl6uN1CTzx7mU,spotify:track:0CqYZYOOHXl6uN1CTzx7mU,https://api.spotify.com/v1/tracks/0CqYZYOOHXl6uN1CTzx7mU,https://api.spotify.com/v1/audio-analysis/0CqYZYOOHXl6uN1CTzx7mU,201294,4
5,You Remind Me (feat. Stanaj),2019-06-22 07:57,Gryffin,You Remind Me (feat. Stanaj),217250,2019-06-22 07:57:00,0.573,0.903,3,-3.703,0,0.0341,0.11,1.97e-06,0.275,0.425,128.935,audio_features,1br1KHZHkKhCcjz6sHysT5,spotify:track:1br1KHZHkKhCcjz6sHysT5,https://api.spotify.com/v1/tracks/1br1KHZHkKhCcjz6sHysT5,https://api.spotify.com/v1/audio-analysis/1br1KHZHkKhCcjz6sHysT5,216799,4
6,Lighthouse,2019-06-22 08:01,Mike Perry,Lighthouse,167663,2019-06-22 08:01:00,0.543,0.875,1,-3.033,1,0.032,0.0795,1.07e-05,0.061,0.244,154.936,audio_features,4AM3fxgUBkEUO6xScrmB9a,spotify:track:4AM3fxgUBkEUO6xScrmB9a,https://api.spotify.com/v1/tracks/4AM3fxgUBkEUO6xScrmB9a,https://api.spotify.com/v1/audio-analysis/4AM3fxgUBkEUO6xScrmB9a,167663,4
7,Touch,2019-06-22 08:04,3LAU,Touch,205772,2019-06-22 08:04:00,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,audio_features,2xyIwHKujL7tSgkK2Waj2s,spotify:track:2xyIwHKujL7tSgkK2Waj2s,https://api.spotify.com/v1/tracks/2xyIwHKujL7tSgkK2Waj2s,https://api.spotify.com/v1/audio-analysis/2xyIwHKujL7tSgkK2Waj2s,147840,4
8,Light It Up,2019-06-22 08:07,CALVO,Light It Up,173680,2019-06-22 08:07:00,0.747,0.877,9,-3.782,0,0.0664,0.0375,0.000833,0.233,0.752,107.991,audio_features,500mvzh7TRZ0YdnVeHhj8b,spotify:track:500mvzh7TRZ0YdnVeHhj8b,https://api.spotify.com/v1/tracks/500mvzh7TRZ0YdnVeHhj8b,https://api.spotify.com/v1/audio-analysis/500mvzh7TRZ0YdnVeHhj8b,166138,4
9,Sad Song (feat. TINI),2019-06-22 08:09,Alesso,Sad Song (feat. TINI),1331,2019-06-22 08:09:00,0.734,0.693,0,-6.474,1,0.0361,0.0878,0.0,0.341,0.55,110.021,audio_features,2JoIjuzRplpYGvvLpSW2on,spotify:track:2JoIjuzRplpYGvvLpSW2on,https://api.spotify.com/v1/tracks/2JoIjuzRplpYGvvLpSW2on,https://api.spotify.com/v1/audio-analysis/2JoIjuzRplpYGvvLpSW2on,154024,4
10,Nevada,2019-06-22 08:09,Vicetone,Nevada,93366,2019-06-22 08:09:00,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,audio_features,02shCNmb6IvgB5jLqKjtkK,spotify:track:02shCNmb6IvgB5jLqKjtkK,https://api.spotify.com/v1/tracks/02shCNmb6IvgB5jLqKjtkK,https://api.spotify.com/v1/audio-analysis/02shCNmb6IvgB5jLqKjtkK,208562,4
11,Waste It On Me (feat. BTS),2019-06-22 08:09,Steve Aoki,Waste It On Me (feat. BTS),5314,2019-06-22 08:09:00,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,audio_features,2FWyJIT0gL2G3xWVQ9Id5f,spotify:track:2FWyJIT0gL2G3xWVQ9Id5f,https://api.spotify.com/v1/tracks/2FWyJIT0gL2G3xWVQ9Id5f,https://api.spotify.com/v1/audio-analysis/2FWyJIT0gL2G3xWVQ9Id5f,192537,4
12,Radio Silence - King Arthur Remix,2019-06-22 08:09,R3HAB,Radio Silence - King Arthur Remix,106,2019-06-22 08:09:00,0.658,0.751,4,-7.628,0,0.0488,0.018,0.00019,0.0846,0.197,123.961,audio_features,2dOzjjJNYi4fdIXuWtXbsE,spotify:track:2dOzjjJNYi4fdIXuWtXbsE,https://api.spotify.com/v1/tracks/2dOzjjJNYi4fdIXuWtXbsE,https://api.spotify.com/v1/audio-analysis/2dOzjjJNYi4fdIXuWtXbsE,226925,4
13,Turn Back Time,2019-06-24 09:21,Daniel Schulz,Turn Back Time,223561,2019-06-24 09:21:00,0.68,0.346,7,-6.533,1,0.0302,0.231,0.0,0.26,0.224,95.952,audio_features,4KnnWpUyPfQD6X5SQSTlH3,spotify:track:4KnnWpUyPfQD6X5SQSTlH3,https://api.spotify.com/v1/tracks/4KnnWpUyPfQD6X5SQSTlH3,https://api.spotify.com/v1/audio-analysis/4KnnWpUyPfQD6X5SQSTlH3,223562,4
14,Hidden Treasures,2019-06-24 09:22,rosegold,Hidden Treasures,49980,2019-06-24 09:22:00,0.587,0.624,0,-4.657,1,0.025,0.161,0.000191,0.118,0.251,93.428,audio_features,0LbK1bodGLc9xmV1cS9jvL,spotify:track:0LbK1bodGLc9xmV1cS9jvL,https://api.spotify.com/v1/tracks/0LbK1bodGLc9xmV1cS9jvL,https://api.spotify.com/v1/audio-analysis/0LbK1bodGLc9xmV1cS9jvL,262813,4
15,Your Side Of The Bed,2019-06-24 09:25,Loote,Your Side Of The Bed,197146,2019-06-24 09:25:00,0.781,0.742,8,-4.978,1,0.0296,0.0649,0.0,0.293,0.91,109.915,audio_features,3PWKPX3YJAHBL8JozsWTMC,spotify:track:3PWKPX3YJAHBL8JozsWTMC,https://api.spotify.com/v1/tracks/3PWKPX3YJAHBL8JozsWTMC,https://api.spotify.com/v1/audio-analysis/3PWKPX3YJAHBL8JozsWTMC,197147,4
16,WHO DO U LOVE?,2019-06-24 09:27,Monsta X,WHO DO U LOVE?,740,2019-06-24 09:27:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
17,Wish I Never Met You,2019-06-24 09:27,Loote,Wish I Never Met You,90769,2019-06-24 09:27:00,0.621,0.692,7,-5.279,1,0.217,0.0797,0.0,0.0806,0.705,165.967,audio_features,6Wrx0ZDaB3dxBDl1ZnddXT,spotify:track:6Wrx0ZDaB3dxBDl1ZnddXT,https://api.spotify.com/v1/tracks/6Wrx0ZDaB3dxBDl1ZnddXT,https://api.spotify.com/v1/audio-analysis/6Wrx0ZDaB3dxBDl1ZnddXT,204733,4
18,Play It Cool,2019-06-24 09:29,Steve Aoki,Play It Cool,169812,2019-06-24 09:29:00,0.812,0.805,9,-3.83,0,0.243,0.00677,0.0,0.0833,0.568,119.958,audio_features,1gdLUGdyYpXcckmzP1rTUm,spotify:track:1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/tracks/1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/audio-analysis/1gdLUGdyYpXcckmzP1rTUm,169812,4
19,WHO DO U LOVE?,2019-06-24 09:33,Monsta X,WHO DO U LOVE?,674,2019-06-24 09:33:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
20,WHO DO U LOVE?,2019-06-24 09:33,Monsta X,WHO DO U LOVE?,189035,2019-06-24 09:33:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
21,Shoot Out,2019-06-24 09:33,Monsta X,Shoot Out,7600,2019-06-24 09:33:00,0.613,0.868,6,-2.792,0,0.143,0.0599,0.0,0.352,0.394,165.133,audio_features,55Md5fnLfCpXzUATASy6Rk,spotify:track:55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/tracks/55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/audio-analysis/55Md5fnLfCpXzUATASy6Rk,207173,4
22,Play It Cool,2019-06-24 09:36,Steve Aoki,Play It Cool,169812,2019-06-24 09:36:00,0.812,0.805,9,-3.83,0,0.243,0.00677,0.0,0.0833,0.568,119.958,audio_features,1gdLUGdyYpXcckmzP1rTUm,spotify:track:1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/tracks/1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/audio-analysis/1gdLUGdyYpXcckmzP1rTUm,169812,4
23,WHO DO U LOVE?,2019-06-24 09:39,Monsta X,WHO DO U LOVE?,189035,2019-06-24 09:39:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
24,DRAMARAMA,2019-06-24 09:40,Monsta X,DRAMARAMA,1522,2019-06-24 09:40:00,0.571,0.779,8,-2.864,1,0.111,0.135,0.0,0.202,0.261,186.154,audio_features,1BSncOsSJPQkpl29QM0ipj,spotify:track:1BSncOsSJPQkpl29QM0ipj,https://api.spotify.com/v1/tracks/1BSncOsSJPQkpl29QM0ipj,https://api.spotify.com/v1/audio-analysis/1BSncOsSJPQkpl29QM0ipj,186296,4
25,Shoot Out,2019-06-24 09:40,Monsta X,Shoot Out,58103,2019-06-24 09:40:00,0.613,0.868,6,-2.792,0,0.143,0.0599,0.0,0.352,0.394,165.133,audio_features,55Md5fnLfCpXzUATASy6Rk,spotify:track:55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/tracks/55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/audio-analysis/55Md5fnLfCpXzUATASy6Rk,207173,4
26,Alligator,2019-06-24 09:43,Monsta X,Alligator,18379,2019-06-24 09:43:00,0.742,0.727,1,-6.914,1,0.487,0.0136,0.0,0.259,0.774,178.401,audio_features,6OfMguZO7yQBFquseyKVRm,spotify:track:6OfMguZO7yQBFquseyKVRm,https://api.spotify.com/v1/tracks/6OfMguZO7yQBFquseyKVRm,https://api.spotify.com/v1/audio-analysis/6OfMguZO7yQBFquseyKVRm,110253,4
27,HERO,2019-06-24 09:43,Monsta X,HERO,6066,2019-06-24 09:43:00,0.379,0.479,4,-5.879,0,0.0284,0.513,9.72e-06,0.435,0.334,122.06,audio_features,5bdX7jiXtSbHX35pgxJo8p,spotify:track:5bdX7jiXtSbHX35pgxJo8p,https://api.spotify.com/v1/tracks/5bdX7jiXtSbHX35pgxJo8p,https://api.spotify.com/v1/audio-analysis/5bdX7jiXtSbHX35pgxJo8p,307451,4
28,Play It Cool,2019-06-24 09:46,Steve Aoki,Play It Cool,169812,2019-06-24 09:46:00,0.812,0.805,9,-3.83,0,0.243,0.00677,0.0,0.0833,0.568,119.958,audio_features,1gdLUGdyYpXcckmzP1rTUm,spotify:track:1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/tracks/1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/audio-analysis/1gdLUGdyYpXcckmzP1rTUm,169812,4
29,WHO DO U LOVE?,2019-06-24 09:49,Monsta X,WHO DO U LOVE?,189035,2019-06-24 09:49:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
30,Shoot Out,2019-06-24 10:00,Monsta X,Shoot Out,25152,2019-06-24 10:00:00,0.613,0.868,6,-2.792,0,0.143,0.0599,0.0,0.352,0.394,165.133,audio_features,55Md5fnLfCpXzUATASy6Rk,spotify:track:55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/tracks/55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/audio-analysis/55Md5fnLfCpXzUATASy6Rk,207173,4
31,WHO DO U LOVE?,2019-07-04 08:11,Monsta X,WHO DO U LOVE?,454,2019-07-04 08:11:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
32,Play It Cool,2019-07-04 08:14,Steve Aoki,Play It Cool,169812,2019-07-04 08:14:00,0.812,0.805,9,-3.83,0,0.243,0.00677,0.0,0.0833,0.568,119.958,audio_features,1gdLUGdyYpXcckmzP1rTUm,spotify:track:1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/tracks/1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/audio-analysis/1gdLUGdyYpXcckmzP1rTUm,169812,4
33,WHO DO U LOVE?,2019-07-04 08:17,Monsta X,WHO DO U LOVE?,189035,2019-07-04 08:17:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
34,WHO DO U LOVE?,2019-07-04 08:17,Monsta X,WHO DO U LOVE?,405,2019-07-04 08:17:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
35,Shoot Out,2019-07-04 08:17,Monsta X,Shoot Out,38530,2019-07-04 08:17:00,0.613,0.868,6,-2.792,0,0.143,0.0599,0.0,0.352,0.394,165.133,audio_features,55Md5fnLfCpXzUATASy6Rk,spotify:track:55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/tracks/55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/audio-analysis/55Md5fnLfCpXzUATASy6Rk,207173,4
36,Play It Cool,2019-07-04 08:20,Steve Aoki,Play It Cool,169812,2019-07-04 08:20:00,0.812,0.805,9,-3.83,0,0.243,0.00677,0.0,0.0833,0.568,119.958,audio_features,1gdLUGdyYpXcckmzP1rTUm,spotify:track:1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/tracks/1gdLUGdyYpXcckmzP1rTUm,https://api.spotify.com/v1/audio-analysis/1gdLUGdyYpXcckmzP1rTUm,169812,4
37,WHO DO U LOVE?,2019-07-04 08:23,Monsta X,WHO DO U LOVE?,189035,2019-07-04 08:23:00,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
38,Shoot Out,2019-07-04 08:24,Monsta X,Shoot Out,20098,2019-07-04 08:24:00,0.613,0.868,6,-2.792,0,0.143,0.0599,0.0,0.352,0.394,165.133,audio_features,55Md5fnLfCpXzUATASy6Rk,spotify:track:55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/tracks/55Md5fnLfCpXzUATASy6Rk,https://api.spotify.com/v1/audio-analysis/55Md5fnLfCpXzUATASy6Rk,207173,4
39,Don’t Give Up On Me Now (with Julie Bergan),2019-07-04 08:26,R3HAB,Don’t Give Up On Me Now (with Julie Bergan),127826,2019-07-04 08:26:00,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,audio_features,46W9iEjOg5nkMvb6lo4Jwz,spotify:track:46W9iEjOg5nkMvb6lo4Jwz,https://api.spotify.com/v1/tracks/46W9iEjOg5nkMvb6lo4Jwz,https://api.spotify.com/v1/audio-analysis/46W9iEjOg5nkMvb6lo4Jwz,127826,4
40,Fuego,2019-07-04 08:29,R3HAB,Fuego,136406,2019-07-04 08:29:00,0.819,0.859,8,-6.264,1,0.224,0.0244,0.0,0.0916,0.612,104.906,audio_features,660eekzsNZ7sdATvfIsAkR,spotify:track:660eekzsNZ7sdATvfIsAkR,https://api.spotify.com/v1/tracks/660eekzsNZ7sdATvfIsAkR,https://api.spotify.com/v1/audio-analysis/660eekzsNZ7sdATvfIsAkR,195429,4
41,Make Me Yours,2019-07-04 08:32,Borgeous,Make Me Yours,195239,2019-07-04 08:32:00,0.577,0.615,7,-6.084,0,0.0395,0.0124,1.33e-06,0.124,0.174,127.904,audio_features,3G2O60rq5a77GEIwK1mVmh,spotify:track:3G2O60rq5a77GEIwK1mVmh,https://api.spotify.com/v1/tracks/3G2O60rq5a77GEIwK1mVmh,https://api.spotify.com/v1/audio-analysis/3G2O60rq5a77GEIwK1mVmh,195239,4
42,TIME,2019-07-04 08:35,Alesso,TIME,166000,2019-07-04 08:35:00,0.81,0.7,4,-5.664,0,0.0399,0.267,6.69e-05,0.137,0.193,116.019,audio_features,67O8CWXxPsfz8orZVGMQwf,spotify:track:67O8CWXxPsfz8orZVGMQwf,https://api.spotify.com/v1/tracks/67O8CWXxPsfz8orZVGMQwf,https://api.spotify.com/v1/audio-analysis/67O8CWXxPsfz8orZVGMQwf,187560,4
43,Selfish - M-22 Remix,2019-07-04 08:36,Dimitri Vegas & Like Mike,Selfish - M-22 Remix,85148,2019-07-04 08:36:00,0.744,0.96,7,-5.661,0,0.085,0.031,0.347,0.332,0.662,124.023,audio_features,3Id3L39kmlEZCgSrfOtKwQ,spotify:track:3Id3L39kmlEZCgSrfOtKwQ,https://api.spotify.com/v1/tracks/3Id3L39kmlEZCgSrfOtKwQ,https://api.spotify.com/v1/audio-analysis/3Id3L39kmlEZCgSrfOtKwQ,190260,4
44,What The Funk (feat. Danny Shah) - Steve Aoki Remix,2019-07-04 08:40,Oliver Heldens,What The Funk (feat. Danny Shah) - Steve Aoki Remix,18199,2019-07-04 08:40:00,0.687,0.95,6,-2.207,1,0.05,0.00168,0.0909,0.137,0.754,125.995,audio_features,11QPUoy6AH0POlX1RgrEsn,spotify:track:11QPUoy6AH0POlX1RgrEsn,https://api.spotify.com/v1/tracks/11QPUoy6AH0POlX1RgrEsn,https://api.spotify.com/v1/audio-analysis/11QPUoy6AH0POlX1RgrEsn,251429,4
45,All You Need To Know (feat. Calle Lehmann),2019-07-04 08:40,Gryffin,All You Need To Know (feat. Calle Lehmann),238458,2019-07-04 08:40:00,0.513,0.788,0,-4.629,1,0.0364,0.00968,0.0,0.11,0.234,139.987,audio_features,4Gcv5SsxnQWpmOnUI19EJk,spotify:track:4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/tracks/4Gcv5SsxnQWpmOnUI19EJk,https://api.spotify.com/v1/audio-analysis/4Gcv5SsxnQWpmOnUI19EJk,238459,4
46,Your Side Of The Bed (feat. Eric Nam),2019-07-08 05:38,Loote,Your Side Of The Bed (feat. Eric Nam),228496,2019-07-08 05:38:00,0.754,0.764,8,-3.95,1,0.0312,0.144,0.0,0.294,0.929,109.919,audio_features,3dz63QjQVZy7RYPzx6l3JU,spotify:track:3dz63QjQVZy7RYPzx6l3JU,https://api.spotify.com/v1/tracks/3dz63QjQVZy7RYPzx6l3JU,https://api.spotify.com/v1/audio-analysis/3dz63QjQVZy7RYPzx6l3JU,196160,4
47,Your Side Of The Bed (feat. Eric Nam),2019-07-08 06:13,Loote,Your Side Of The Bed (feat. Eric Nam),198310,2019-07-08 06:13:00,0.754,0.764,8,-3.95,1,0.0312,0.144,0.0,0.294,0.929,109.919,audio_features,3dz63QjQVZy7RYPzx6l3JU,spotify:track:3dz63QjQVZy7RYPzx6l3JU,https://api.spotify.com/v1/tracks/3dz63QjQVZy7RYPzx6l3JU,https://api.spotify.com/v1/audio-analysis/3dz63QjQVZy7RYPzx6l3JU,196160,4
48,Longer Than I Thought (feat. Joe Jonas),2019-07-08 06:14,Loote,Longer Than I Thought (feat. Joe Jonas),24647,2019-07-08 06:14:00,0.759,0.717,9,-5.864,1,0.084,0.0871,4.57e-06,0.355,0.362,117.999,audio_features,1hPwlWlrGzcavwBCcS2gDD,spotify:track:1hPwlWlrGzcavwBCcS2gDD,https://api.spotify.com/v1/tracks/1hPwlWlrGzcavwBCcS2gDD,https://api.spotify.com/v1/audio-analysis/1hPwlWlrGzcavwBCcS2gDD,215827,4
49,Don’t Give Up On Me Now (with Julie Bergan),2019-07-08 06:18,R3HAB,Don’t Give Up On Me Now (with Julie Bergan),127826,2019-07-08 06:18:00,0.687,0.706,4,-5.357,1,0.0459,0.091,0.0,0.124,0.27,115.268,audio_features,46W9iEjOg5nkMvb6lo4Jwz,spotify:track:46W9iEjOg5nkMvb6lo4Jwz,https://api.spotify.com/v1/tracks/46W9iEjOg5nkMvb6lo4Jwz,https://api.spotify.com/v1/audio-analysis/46W9iEjOg5nkMvb6lo4Jwz,127826,4
50,Hyperspace,2019-07-08 06:21,R3HAB,Hyperspace,182285,2019-07-08 06:21:00,0.542,0.952,7,-7.193,1,0.11,0.069,0.582,0.326,0.129,181.943,audio_features,1JQ3QQ79MUuWcJ90l5PjKE,spotify:track:1JQ3QQ79MUuWcJ90l5PjKE,https://api.spotify.com/v1/tracks/1JQ3QQ79MUuWcJ90l5PjKE,https://api.spotify.com/v1/audio-analysis/1JQ3QQ79MUuWcJ90l5PjKE,297844,4
51,Waste It On Me (feat. BTS),2019-07-08 06:22,Steve Aoki,Waste It On Me (feat. BTS),51071,2019-07-08 06:22:00,0.669,0.684,7,-4.595,1,0.0585,0.252,0.0,0.72,0.466,96.097,audio_features,2FWyJIT0gL2G3xWVQ9Id5f,spotify:track:2FWyJIT0gL2G3xWVQ9Id5f,https://api.spotify.com/v1/tracks/2FWyJIT0gL2G3xWVQ9Id5f,https://api.spotify.com/v1/audio-analysis/2FWyJIT0gL2G3xWVQ9Id5f,192537,4
52,Bad At Love,2019-07-08 06:25,Halsey,Bad At Love,181279,2019-07-08 06:25:00,0.675,0.751,0,-3.539,1,0.0296,0.0604,0.0,0.0893,0.612,118.384,audio_features,7y9iMe8SOB6z3NoHE2OfXl,spotify:track:7y9iMe8SOB6z3NoHE2OfXl,https://api.spotify.com/v1/tracks/7y9iMe8SOB6z3NoHE2OfXl,https://api.spotify.com/v1/audio-analysis/7y9iMe8SOB6z3NoHE2OfXl,181279,4
53,11 Minutes (with Halsey feat. Travis Barker),2019-07-08 06:26,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),24619,2019-07-08 06:26:00,0.464,0.852,11,-3.804,1,0.067,0.0116,0.0,0.108,0.233,160.075,audio_features,4mGdjNMo0RonTlOEb7cYg4,spotify:track:4mGdjNMo0RonTlOEb7cYg4,https://api.spotify.com/v1/tracks/4mGdjNMo0RonTlOEb7cYg4,https://api.spotify.com/v1/audio-analysis/4mGdjNMo0RonTlOEb7cYg4,239507,4
54,Boy With Luv (feat. Halsey),2019-07-08 06:30,BTS,Boy With Luv (feat. Halsey),229773,2019-07-08 06:30:00,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.798,119.991,audio_features,5KawlOMHjWeUjQtnuRs22c,spotify:track:5KawlOMHjWeUjQtnuRs22c,https://api.spotify.com/v1/tracks/5KawlOMHjWeUjQtnuRs22c,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,229773,4
55,Without Me,2019-07-08 06:33,Halsey,Without Me,201660,2019-07-08 06:33:00,0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,audio_features,5p7ujcrUXASCNwRaWNHR1C,spotify:track:5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/tracks/5p7ujcrUXASCNwRaWNHR1C,https://api.spotify.com/v1/audio-analysis/5p7ujcrUXASCNwRaWNHR1C,201661,4
56,Eastside (with Halsey & Khalid),2019-07-08 06:36,benny blanco,Eastside (with Halsey & Khalid),170769,2019-07-08 06:36:00,0.56,0.68,6,-7.648,0,0.321,0.555,0.0,0.116,0.319,89.391,audio_features,0d2iYfpKoM0QCKvcLCkBao,spotify:track:0d2iYfpKoM0QCKvcLCkBao,https://api.spotify.com/v1/tracks/0d2iYfpKoM0QCKvcLCkBao,https://api.spotify.com/v1/audio-analysis/0d2iYfpKoM0QCKvcLCkBao,173800,4
