,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Easy Love,0.745,0.481,2,-8.291,1,0.054,0.302,3.67e-06,0.0808,0.229,137.001,audio_features,732Sqj2piYPhdMPENP4axz,spotify:track:732Sqj2piYPhdMPENP4axz,https://api.spotify.com/v1/tracks/732Sqj2piYPhdMPENP4axz,https://api.spotify.com/v1/audio-analysis/732Sqj2piYPhdMPENP4axz,224449,4
Somebody,0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988,audio_features,7xbWAw3LMgRMn4omR5yVn3,spotify:track:7xbWAw3LMgRMn4omR5yVn3,https://api.spotify.com/v1/tracks/7xbWAw3LMgRMn4omR5yVn3,https://api.spotify.com/v1/audio-analysis/7xbWAw3LMgRMn4omR5yVn3,199549,4
Chapters,0.714,0.686,11,-6.333,1,0.0445,0.203,7.76e-06,0.102,0.828,127.015,audio_features,1bQhZOoXYqjXs7u7rFXo0h,spotify:track:1bQhZOoXYqjXs7u7rFXo0h,https://api.spotify.com/v1/tracks/1bQhZOoXYqjXs7u7rFXo0h,https://api.spotify.com/v1/audio-analysis/1bQhZOoXYqjXs7u7rFXo0h,231653,4
Stay With Me,0.314,0.526,0,-4.686,0,0.0484,0.428,0,0.126,0.195,78.643,audio_features,1POlsQls16ppLPVmr4FGLt,spotify:track:1POlsQls16ppLPVmr4FGLt,https://api.spotify.com/v1/tracks/1POlsQls16ppLPVmr4FGLt,https://api.spotify.com/v1/audio-analysis/1POlsQls16ppLPVmr4FGLt,192441,5
2002,0.697,0.683,1,-2.881,0,0.117,0.0372,0,0.137,0.603,96.133,audio_features,2BgEsaKNfHUdlh97KmvFyo,spotify:track:2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/tracks/2BgEsaKNfHUdlh97KmvFyo,https://api.spotify.com/v1/audio-analysis/2BgEsaKNfHUdlh97KmvFyo,186987,4
She Wants Me Dead - CAZZETTE vs. AronChupa,,,,,,,,,,,,,,,,,,
Bloodshot,0.692,0.842,11,-4.689,1,0.0643,0.276,0,0.154,0.649,113.009,audio_features,0RjsxObqclok5pyah4SPoh,spotify:track:0RjsxObqclok5pyah4SPoh,https://api.spotify.com/v1/tracks/0RjsxObqclok5pyah4SPoh,https://api.spotify.com/v1/audio-analysis/0RjsxObqclok5pyah4SPoh,195344,4
I Wanna Dance,0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.814,audio_features,2tUBqZG2AbRi7Q0BIrVrEj,spotify:track:2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/tracks/2tUBqZG2AbRi7Q0BIrVrEj,https://api.spotify.com/v1/audio-analysis/2tUBqZG2AbRi7Q0BIrVrEj,291293,4
Khudi,0.626,0.791,3,-6.502,1,0.0397,0.0196,9.08e-05,0.106,0.538,127.037,audio_features,3Gc4zbfvgZSBEfpd0aWEFb,spotify:track:3Gc4zbfvgZSBEfpd0aWEFb,https://api.spotify.com/v1/tracks/3Gc4zbfvgZSBEfpd0aWEFb,https://api.spotify.com/v1/audio-analysis/3Gc4zbfvgZSBEfpd0aWEFb,297643,4
Moral of the Story,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,audio_features,2nC3QhMI9reBIOWutbU3Tj,spotify:track:2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/tracks/2nC3QhMI9reBIOWutbU3Tj,https://api.spotify.com/v1/audio-analysis/2nC3QhMI9reBIOWutbU3Tj,201084,4
Devil Inside Me,0.56,0.869,6,-4.587,0,0.0622,0.00214,4.06e-06,0.304,0.177,134.934,audio_features,6h7MPC2hBJHJQuobsRXqwF,spotify:track:6h7MPC2hBJHJQuobsRXqwF,https://api.spotify.com/v1/tracks/6h7MPC2hBJHJQuobsRXqwF,https://api.spotify.com/v1/audio-analysis/6h7MPC2hBJHJQuobsRXqwF,189333,4
Fire In My Soul,0.688,0.435,9,-11.359,1,0.0323,0.449,0,0.113,0.435,103.239,audio_features,3KfbEIOC7YIv90FIfNSZpo,spotify:track:3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/tracks/3KfbEIOC7YIv90FIfNSZpo,https://api.spotify.com/v1/audio-analysis/3KfbEIOC7YIv90FIfNSZpo,146333,4
Kiss and Make Up,0.675,0.729,8,-4.383,1,0.146,0.0557,0,0.189,0.63,99.986,audio_features,13hvHEstJ4sNbzdroPrPI3,spotify:track:13hvHEstJ4sNbzdroPrPI3,https://api.spotify.com/v1/tracks/13hvHEstJ4sNbzdroPrPI3,https://api.spotify.com/v1/audio-analysis/13hvHEstJ4sNbzdroPrPI3,190560,4
Still Alive,0.206,0.854,9,-9.73,1,0.0725,0.0436,5.66e-06,0.272,0.697,92.373,audio_features,74iEPVZvBMcYNCIEwEYWAZ,spotify:track:74iEPVZvBMcYNCIEwEYWAZ,https://api.spotify.com/v1/tracks/74iEPVZvBMcYNCIEwEYWAZ,https://api.spotify.com/v1/audio-analysis/74iEPVZvBMcYNCIEwEYWAZ,186400,4
Nervous,0.67,0.415,8,-6.855,1,0.0786,0.39,0,0.0617,0.445,114.212,audio_features,0xG0SHshCStMEyNbNC5d4k,spotify:track:0xG0SHshCStMEyNbNC5d4k,https://api.spotify.com/v1/tracks/0xG0SHshCStMEyNbNC5d4k,https://api.spotify.com/v1/audio-analysis/0xG0SHshCStMEyNbNC5d4k,176320,4
Don't Worry (feat. Aloe Blacc),0.741,0.733,1,-4.572,0,0.0367,0.143,0,0.103,0.549,125.962,audio_features,0KwlzQaySxzPkt0nELecnx,spotify:track:0KwlzQaySxzPkt0nELecnx,https://api.spotify.com/v1/tracks/0KwlzQaySxzPkt0nELecnx,https://api.spotify.com/v1/audio-analysis/0KwlzQaySxzPkt0nELecnx,175099,4
"Tu Laung Main Elaachi (From ""Luka Chuppi"")",0.77,0.963,4,-2.129,0,0.0804,0.11,0,0.153,0.858,97.998,audio_features,26jW5VxN63FEomoI3s2kM9,spotify:track:26jW5VxN63FEomoI3s2kM9,https://api.spotify.com/v1/tracks/26jW5VxN63FEomoI3s2kM9,https://api.spotify.com/v1/audio-analysis/26jW5VxN63FEomoI3s2kM9,170503,4
All My Friends,0.62,0.64,4,-5.285,1,0.0334,0.0488,0,0.0647,0.445,90.032,audio_features,5Xq7KPZSONkhHx6DFTAbTz,spotify:track:5Xq7KPZSONkhHx6DFTAbTz,https://api.spotify.com/v1/tracks/5Xq7KPZSONkhHx6DFTAbTz,https://api.spotify.com/v1/audio-analysis/5Xq7KPZSONkhHx6DFTAbTz,172787,4
Stupid Me,0.772,0.637,2,-6.881,1,0.114,0.00459,0,0.0778,0.54,149.906,audio_features,6qNB2ChCVPepl5ZjVJJTUW,spotify:track:6qNB2ChCVPepl5ZjVJJTUW,https://api.spotify.com/v1/tracks/6qNB2ChCVPepl5ZjVJJTUW,https://api.spotify.com/v1/audio-analysis/6qNB2ChCVPepl5ZjVJJTUW,167317,4
Ban Ja Rani Remix(Remix By Dj Chetas),0.697,0.814,9,-4.388,0,0.0727,0.124,1.75e-06,0.0749,0.483,123.994,audio_features,5HgYAIsUTZjFfToXALbdZA,spotify:track:5HgYAIsUTZjFfToXALbdZA,https://api.spotify.com/v1/tracks/5HgYAIsUTZjFfToXALbdZA,https://api.spotify.com/v1/audio-analysis/5HgYAIsUTZjFfToXALbdZA,207344,4
I’m Ready (with Demi Lovato),0.501,0.674,5,-6.363,1,0.0408,0.00346,3.56e-05,0.282,0.152,155.051,audio_features,1fipvP2zmef6vN2IwXfJhY,spotify:track:1fipvP2zmef6vN2IwXfJhY,https://api.spotify.com/v1/tracks/1fipvP2zmef6vN2IwXfJhY,https://api.spotify.com/v1/audio-analysis/1fipvP2zmef6vN2IwXfJhY,200838,4
Theher Ja,0.662,0.31,1,-14.111,0,0.0347,0.833,0.861,0.108,0.212,117.965,audio_features,00juIvfvPtZ0CfAMwEkHaV,spotify:track:00juIvfvPtZ0CfAMwEkHaV,https://api.spotify.com/v1/tracks/00juIvfvPtZ0CfAMwEkHaV,https://api.spotify.com/v1/audio-analysis/00juIvfvPtZ0CfAMwEkHaV,161771,4
Snapchat Story,0.808,0.811,9,-3.856,0,0.0448,0.163,0,0.148,0.753,95.982,audio_features,5I35M1ruDXFzK63YCg7Ijw,spotify:track:5I35M1ruDXFzK63YCg7Ijw,https://api.spotify.com/v1/tracks/5I35M1ruDXFzK63YCg7Ijw,https://api.spotify.com/v1/audio-analysis/5I35M1ruDXFzK63YCg7Ijw,199999,4
Delicate,0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,audio_features,6NFyWDv5CjfwuzoCkw47Xf,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/tracks/6NFyWDv5CjfwuzoCkw47Xf,https://api.spotify.com/v1/audio-analysis/6NFyWDv5CjfwuzoCkw47Xf,232253,4
Baarish Lete Aana,0.537,0.35,2,-8.937,1,0.0248,0.838,0,0.108,0.318,67.018,audio_features,6Oq4lIhSSYdA6WuXU9sPeG,spotify:track:6Oq4lIhSSYdA6WuXU9sPeG,https://api.spotify.com/v1/tracks/6Oq4lIhSSYdA6WuXU9sPeG,https://api.spotify.com/v1/audio-analysis/6Oq4lIhSSYdA6WuXU9sPeG,213500,4
Nikle Currant - Remix,0.764,0.947,5,-2.723,0,0.0554,0.0768,2.89e-05,0.0581,0.617,104.986,audio_features,7I6RD5ZgPUEHacqYidMqzx,spotify:track:7I6RD5ZgPUEHacqYidMqzx,https://api.spotify.com/v1/tracks/7I6RD5ZgPUEHacqYidMqzx,https://api.spotify.com/v1/audio-analysis/7I6RD5ZgPUEHacqYidMqzx,224282,4
Alligator,0.742,0.727,1,-6.914,1,0.487,0.0136,0,0.259,0.774,178.401,audio_features,6OfMguZO7yQBFquseyKVRm,spotify:track:6OfMguZO7yQBFquseyKVRm,https://api.spotify.com/v1/tracks/6OfMguZO7yQBFquseyKVRm,https://api.spotify.com/v1/audio-analysis/6OfMguZO7yQBFquseyKVRm,110253,4
Ghost (feat. Nikki Flores),0.375,0.867,7,-4.426,0,0.346,0.117,0,0.145,0.345,202.225,audio_features,79ooipPrqoaCRAZtckNbyt,spotify:track:79ooipPrqoaCRAZtckNbyt,https://api.spotify.com/v1/tracks/79ooipPrqoaCRAZtckNbyt,https://api.spotify.com/v1/audio-analysis/79ooipPrqoaCRAZtckNbyt,201840,4
tere bina,0.889,0.341,7,-7.909,1,0.0424,0.117,3.7e-06,0.0734,0.942,118.003,audio_features,6N5WkgPIDoTdbCXyyIIKAv,spotify:track:6N5WkgPIDoTdbCXyyIIKAv,https://api.spotify.com/v1/tracks/6N5WkgPIDoTdbCXyyIIKAv,https://api.spotify.com/v1/audio-analysis/6N5WkgPIDoTdbCXyyIIKAv,157246,4
Hope,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,audio_features,2ZRo7axmMPeSVUvDbGkJah,spotify:track:2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/tracks/2ZRo7axmMPeSVUvDbGkJah,https://api.spotify.com/v1/audio-analysis/2ZRo7axmMPeSVUvDbGkJah,110886,4
Tumse Na Mila,0.575,0.201,9,-12.318,1,0.0315,0.767,2.92e-06,0.12,0.479,130.023,audio_features,0e7v4YuVg9EI6UcjY1iVPH,spotify:track:0e7v4YuVg9EI6UcjY1iVPH,https://api.spotify.com/v1/tracks/0e7v4YuVg9EI6UcjY1iVPH,https://api.spotify.com/v1/audio-analysis/0e7v4YuVg9EI6UcjY1iVPH,264010,3
Candy (feat. Ryan Chambers),0.698,0.74,7,-4.705,1,0.11,0.057,0,0.065,0.775,114.957,audio_features,1nArmVH4322LPDTPFVaL68,spotify:track:1nArmVH4322LPDTPFVaL68,https://api.spotify.com/v1/tracks/1nArmVH4322LPDTPFVaL68,https://api.spotify.com/v1/audio-analysis/1nArmVH4322LPDTPFVaL68,136840,4
Undress Rehearsal,0.953,0.652,11,-4.159,0,0.0849,0.00456,0,0.0287,0.73,122.997,audio_features,1aPqexHVW20OTamBHdWWVL,spotify:track:1aPqexHVW20OTamBHdWWVL,https://api.spotify.com/v1/tracks/1aPqexHVW20OTamBHdWWVL,https://api.spotify.com/v1/audio-analysis/1aPqexHVW20OTamBHdWWVL,214787,4
Start Again (feat. Logic),0.564,0.722,1,-5.59,0,0.124,0.162,0,0.0931,0.276,99.083,audio_features,1Nj2oBISdFDSF8eDuXcALz,spotify:track:1Nj2oBISdFDSF8eDuXcALz,https://api.spotify.com/v1/tracks/1Nj2oBISdFDSF8eDuXcALz,https://api.spotify.com/v1/audio-analysis/1Nj2oBISdFDSF8eDuXcALz,165627,4
Warrior,0.673,0.823,4,-8.462,0,0.162,0.12,0,0.0893,0.056,140.063,audio_features,0Rg89qNyl84gZPTE9E34yO,spotify:track:0Rg89qNyl84gZPTE9E34yO,https://api.spotify.com/v1/tracks/0Rg89qNyl84gZPTE9E34yO,https://api.spotify.com/v1/audio-analysis/0Rg89qNyl84gZPTE9E34yO,214286,4
Your Song,0.491,0.367,10,-7.164,1,0.0308,0.932,0.000876,0.111,0.455,134.105,audio_features,06dMdcA0NS0xc3ZR4DlWXR,spotify:track:06dMdcA0NS0xc3ZR4DlWXR,https://api.spotify.com/v1/tracks/06dMdcA0NS0xc3ZR4DlWXR,https://api.spotify.com/v1/audio-analysis/06dMdcA0NS0xc3ZR4DlWXR,188733,4
Sooraj Dooba Hain,0.616,0.75,2,-4.629,1,0.0594,0.172,0,0.137,0.434,128.051,audio_features,48pyUxg9RYuwie5M9R7qRn,spotify:track:48pyUxg9RYuwie5M9R7qRn,https://api.spotify.com/v1/tracks/48pyUxg9RYuwie5M9R7qRn,https://api.spotify.com/v1/audio-analysis/48pyUxg9RYuwie5M9R7qRn,264854,4
Cake By The Ocean,0.766,0.58,9,-11.832,0,0.0437,0.0851,0,0.0411,0.962,119.014,audio_features,5yq26cKb1MOpYqrBxUErDS,spotify:track:5yq26cKb1MOpYqrBxUErDS,https://api.spotify.com/v1/tracks/5yq26cKb1MOpYqrBxUErDS,https://api.spotify.com/v1/audio-analysis/5yq26cKb1MOpYqrBxUErDS,220036,4
Die Young,0.711,0.7,1,-4.805,0,0.046,0.00498,0.000125,0.215,0.801,128.001,audio_features,7EQGXaVSyEDsCWKmUcfpLk,spotify:track:7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/tracks/7EQGXaVSyEDsCWKmUcfpLk,https://api.spotify.com/v1/audio-analysis/7EQGXaVSyEDsCWKmUcfpLk,211920,4
I Need You To Hate Me,0.637,0.589,9,-5.618,0,0.0352,0.0298,0,0.11,0.376,148.925,audio_features,1zY6ekSJ8VI6tZ6nBqoo7g,spotify:track:1zY6ekSJ8VI6tZ6nBqoo7g,https://api.spotify.com/v1/tracks/1zY6ekSJ8VI6tZ6nBqoo7g,https://api.spotify.com/v1/audio-analysis/1zY6ekSJ8VI6tZ6nBqoo7g,157447,4
Mama Lover,0.71,0.91,3,-3.21,0,0.0521,0.00213,0.00775,0.641,0.892,127.535,audio_features,2Jzf3Un2UUWyt4CvhNJ5Pg,spotify:track:2Jzf3Un2UUWyt4CvhNJ5Pg,https://api.spotify.com/v1/tracks/2Jzf3Un2UUWyt4CvhNJ5Pg,https://api.spotify.com/v1/audio-analysis/2Jzf3Un2UUWyt4CvhNJ5Pg,244250,4
Goodbyes (feat. Young Thug),0.548,0.653,5,-3.875,1,0.081,0.456,0,0.103,0.163,150.068,audio_features,0t3ZvGKlmYmVsDzBJAXK8C,spotify:track:0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/tracks/0t3ZvGKlmYmVsDzBJAXK8C,https://api.spotify.com/v1/audio-analysis/0t3ZvGKlmYmVsDzBJAXK8C,174853,4
Death of Me,0.559,0.895,1,-4.476,0,0.0832,0.0154,0,0.175,0.59,183.825,audio_features,2fh3bZ8jZhMxOcfESE9nQY,spotify:track:2fh3bZ8jZhMxOcfESE9nQY,https://api.spotify.com/v1/tracks/2fh3bZ8jZhMxOcfESE9nQY,https://api.spotify.com/v1/audio-analysis/2fh3bZ8jZhMxOcfESE9nQY,213093,4
Does It Feel Like Falling (feat. Trinidad Cardona),0.719,0.87,6,-3.557,0,0.0429,0.0507,6.41e-05,0.0939,0.257,110.081,audio_features,3ZakaL0QEt5eeD3N7HbaN1,spotify:track:3ZakaL0QEt5eeD3N7HbaN1,https://api.spotify.com/v1/tracks/3ZakaL0QEt5eeD3N7HbaN1,https://api.spotify.com/v1/audio-analysis/3ZakaL0QEt5eeD3N7HbaN1,234919,4
City Of The Lonely Hearts (feat. Cimo Fränkel),0.771,0.844,6,-5.436,0,0.0478,0.152,6.8e-05,0.452,0.194,109.953,audio_features,1I43CFxNJ5UWEiSrpiq1SE,spotify:track:1I43CFxNJ5UWEiSrpiq1SE,https://api.spotify.com/v1/tracks/1I43CFxNJ5UWEiSrpiq1SE,https://api.spotify.com/v1/audio-analysis/1I43CFxNJ5UWEiSrpiq1SE,179879,4
Where Have You Gone (Anywhere),0.618,0.767,5,-5.024,1,0.0489,0.00552,0,0.147,0.239,124.071,audio_features,3zECQWhwAEydeK9jUTPamo,spotify:track:3zECQWhwAEydeK9jUTPamo,https://api.spotify.com/v1/tracks/3zECQWhwAEydeK9jUTPamo,https://api.spotify.com/v1/audio-analysis/3zECQWhwAEydeK9jUTPamo,158602,4
Ocean Breeze,0.77,0.784,6,-4.339,0,0.176,0.103,0,0.105,0.626,119.043,audio_features,63NvtfDogYya9xiEjPLzzz,spotify:track:63NvtfDogYya9xiEjPLzzz,https://api.spotify.com/v1/tracks/63NvtfDogYya9xiEjPLzzz,https://api.spotify.com/v1/audio-analysis/63NvtfDogYya9xiEjPLzzz,190796,4
Show Me Love - EDX Remix / Radio Edit,0.832,0.659,0,-5.831,1,0.0677,0.297,0.000811,0.0704,0.712,121.022,audio_features,6PkzXU8dlwtfrwyTlUyVnv,spotify:track:6PkzXU8dlwtfrwyTlUyVnv,https://api.spotify.com/v1/tracks/6PkzXU8dlwtfrwyTlUyVnv,https://api.spotify.com/v1/audio-analysis/6PkzXU8dlwtfrwyTlUyVnv,180336,4
Mama - Syn Cole Remix,0.787,0.796,11,-3.551,0,0.0429,0.0286,0,0.0909,0.634,126.032,audio_features,3NFvv5bC6HWtxUftIBm8Qd,spotify:track:3NFvv5bC6HWtxUftIBm8Qd,https://api.spotify.com/v1/tracks/3NFvv5bC6HWtxUftIBm8Qd,https://api.spotify.com/v1/audio-analysis/3NFvv5bC6HWtxUftIBm8Qd,179888,4
WHO DO U LOVE?,0.782,0.637,10,-5.63,0,0.264,0.28,0,0.114,0.389,101.989,audio_features,6YKCEtfZXXyionWJPtT5jb,spotify:track:6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/tracks/6YKCEtfZXXyionWJPtT5jb,https://api.spotify.com/v1/audio-analysis/6YKCEtfZXXyionWJPtT5jb,189035,4
Beautiful,0.573,0.739,0,-5.74,1,0.129,0.0285,0,0.111,0.451,97.085,audio_features,42ydLwx4i5V49RXHOozJZq,spotify:track:42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/tracks/42ydLwx4i5V49RXHOozJZq,https://api.spotify.com/v1/audio-analysis/42ydLwx4i5V49RXHOozJZq,230227,4
Your Magazines,0.67,0.777,0,-4.947,1,0.035,0.0311,0,0.188,0.812,90.006,audio_features,1mPhBlDYlxw4nDrbtt0kqu,spotify:track:1mPhBlDYlxw4nDrbtt0kqu,https://api.spotify.com/v1/tracks/1mPhBlDYlxw4nDrbtt0kqu,https://api.spotify.com/v1/audio-analysis/1mPhBlDYlxw4nDrbtt0kqu,190347,4
The Weekend - AronChupa Remix,,,,,,,,,,,,,,,,,,
Little Swing,0.89,0.672,7,-5.532,1,0.0621,0.707,0.000604,0.177,0.598,126.036,audio_features,66U0ASk1VHZsqIkpMjKX3B,spotify:track:66U0ASk1VHZsqIkpMjKX3B,https://api.spotify.com/v1/tracks/66U0ASk1VHZsqIkpMjKX3B,https://api.spotify.com/v1/audio-analysis/66U0ASk1VHZsqIkpMjKX3B,163810,4
I Wouldn't Know Any Better Than You,0.708,0.485,2,-5.552,1,0.0699,0.21,0,0.104,0.281,139.99,audio_features,3K8tRD2Prik7FXbD8lZ6DC,spotify:track:3K8tRD2Prik7FXbD8lZ6DC,https://api.spotify.com/v1/tracks/3K8tRD2Prik7FXbD8lZ6DC,https://api.spotify.com/v1/audio-analysis/3K8tRD2Prik7FXbD8lZ6DC,151041,4
Love on Me,0.584,0.465,10,-4.88,1,0.0262,0.678,0,0.106,0.299,95.969,audio_features,1hCTxutVVYvggAQcUUUZAT,spotify:track:1hCTxutVVYvggAQcUUUZAT,https://api.spotify.com/v1/tracks/1hCTxutVVYvggAQcUUUZAT,https://api.spotify.com/v1/audio-analysis/1hCTxutVVYvggAQcUUUZAT,224586,4
Rude,0.774,0.756,1,-4.995,1,0.0389,0.0423,0,0.305,0.931,144.032,audio_features,6RtPijgfPKROxEzTHNRiDp,spotify:track:6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/tracks/6RtPijgfPKROxEzTHNRiDp,https://api.spotify.com/v1/audio-analysis/6RtPijgfPKROxEzTHNRiDp,224840,4
Stack It Up (feat. A Boogie Wit da Hoodie),0.743,0.812,7,-3.069,1,0.132,0.153,0,0.0642,0.606,100.047,audio_features,1xU2QZ40MY4Ex2pfczZa9U,spotify:track:1xU2QZ40MY4Ex2pfczZa9U,https://api.spotify.com/v1/tracks/1xU2QZ40MY4Ex2pfczZa9U,https://api.spotify.com/v1/audio-analysis/1xU2QZ40MY4Ex2pfczZa9U,166406,4
Kaun Mera,0.63,0.376,2,-9.814,1,0.0252,0.416,0.000179,0.0954,0.347,100.969,audio_features,4137w3YEeQSgz52qxyjxHR,spotify:track:4137w3YEeQSgz52qxyjxHR,https://api.spotify.com/v1/tracks/4137w3YEeQSgz52qxyjxHR,https://api.spotify.com/v1/audio-analysis/4137w3YEeQSgz52qxyjxHR,172942,1
Make A Promise (feat. Elle Vee),0.437,0.607,2,-5.704,1,0.0428,0.332,0,0.142,0.275,176.025,audio_features,7kCgycosmwcfZJmbXRseEa,spotify:track:7kCgycosmwcfZJmbXRseEa,https://api.spotify.com/v1/tracks/7kCgycosmwcfZJmbXRseEa,https://api.spotify.com/v1/audio-analysis/7kCgycosmwcfZJmbXRseEa,295909,4
Aakhri Salaam,0.467,0.651,4,-8.507,1,0.0335,0.147,0.000241,0.196,0.492,173.922,audio_features,67mmy7Mhim6DmeFHHoqptH,spotify:track:67mmy7Mhim6DmeFHHoqptH,https://api.spotify.com/v1/tracks/67mmy7Mhim6DmeFHHoqptH,https://api.spotify.com/v1/audio-analysis/67mmy7Mhim6DmeFHHoqptH,277433,4
Hola (feat. Maluma),0.757,0.711,8,-5.693,1,0.0769,0.0207,3.04e-05,0.11,0.649,113.026,audio_features,6ayTAnEwP3Yo4DOjLsN5r2,spotify:track:6ayTAnEwP3Yo4DOjLsN5r2,https://api.spotify.com/v1/tracks/6ayTAnEwP3Yo4DOjLsN5r2,https://api.spotify.com/v1/audio-analysis/6ayTAnEwP3Yo4DOjLsN5r2,192377,4
Seventeen,0.781,0.683,0,-4.258,1,0.0325,0.164,1.53e-06,0.16,0.722,100.005,audio_features,6Upu6yjkdi0DVI8E3IBZEU,spotify:track:6Upu6yjkdi0DVI8E3IBZEU,https://api.spotify.com/v1/tracks/6Upu6yjkdi0DVI8E3IBZEU,https://api.spotify.com/v1/audio-analysis/6Upu6yjkdi0DVI8E3IBZEU,203427,4
I Luv U (with R3HAB) - R3HAB VIP Remix,0.583,0.754,1,-7.216,1,0.178,0.148,8.24e-05,0.268,0.593,116.622,audio_features,3wgHRiN7KQHoKGlUpEbXH2,spotify:track:3wgHRiN7KQHoKGlUpEbXH2,https://api.spotify.com/v1/tracks/3wgHRiN7KQHoKGlUpEbXH2,https://api.spotify.com/v1/audio-analysis/3wgHRiN7KQHoKGlUpEbXH2,173034,4
Right Now,0.83,0.857,8,-4.194,0,0.152,0.262,0,0.413,0.607,137.982,audio_features,2VqAEP1yY5T523K7bZtL8a,spotify:track:2VqAEP1yY5T523K7bZtL8a,https://api.spotify.com/v1/tracks/2VqAEP1yY5T523K7bZtL8a,https://api.spotify.com/v1/audio-analysis/2VqAEP1yY5T523K7bZtL8a,240747,4
Motivation,0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,audio_features,0rIAC4PXANcKmitJfoqmVm,spotify:track:0rIAC4PXANcKmitJfoqmVm,https://api.spotify.com/v1/tracks/0rIAC4PXANcKmitJfoqmVm,https://api.spotify.com/v1/audio-analysis/0rIAC4PXANcKmitJfoqmVm,193837,4
Way Back In,0.396,0.554,0,-5.048,1,0.0488,0.222,0,0.612,0.17,117.384,audio_features,2Zy7XVdxyZQB8xp5xbpJdl,spotify:track:2Zy7XVdxyZQB8xp5xbpJdl,https://api.spotify.com/v1/tracks/2Zy7XVdxyZQB8xp5xbpJdl,https://api.spotify.com/v1/audio-analysis/2Zy7XVdxyZQB8xp5xbpJdl,272501,4
Carry On - Nicky Romero Remix,0.447,0.684,9,-4.721,0,0.09,0.175,0,0.478,0.437,125.655,audio_features,4fK2NU9UyQJV74ZGiSVYsr,spotify:track:4fK2NU9UyQJV74ZGiSVYsr,https://api.spotify.com/v1/tracks/4fK2NU9UyQJV74ZGiSVYsr,https://api.spotify.com/v1/audio-analysis/4fK2NU9UyQJV74ZGiSVYsr,175312,4
I Hate You I Love You & Too Good,0.655,0.389,7,-8.078,0,0.496,0.827,0,0.0995,0.425,128.892,audio_features,7dAqs5Ce7WaIgUxRZN8Fjh,spotify:track:7dAqs5Ce7WaIgUxRZN8Fjh,https://api.spotify.com/v1/tracks/7dAqs5Ce7WaIgUxRZN8Fjh,https://api.spotify.com/v1/audio-analysis/7dAqs5Ce7WaIgUxRZN8Fjh,164467,5
Fall,0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,audio_features,4TnjEaWOeW0eKTKIEvJyCa,spotify:track:4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/tracks/4TnjEaWOeW0eKTKIEvJyCa,https://api.spotify.com/v1/audio-analysis/4TnjEaWOeW0eKTKIEvJyCa,159382,4
Here With Me,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,audio_features,5icOoE6VgqFKohjWWNp0Ac,spotify:track:5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/tracks/5icOoE6VgqFKohjWWNp0Ac,https://api.spotify.com/v1/audio-analysis/5icOoE6VgqFKohjWWNp0Ac,156347,4
Stay Young,0.572,0.713,5,-4.826,1,0.0406,0.0754,0,0.226,0.559,89.996,audio_features,2kLf4myxQME1Nd0voeKZri,spotify:track:2kLf4myxQME1Nd0voeKZri,https://api.spotify.com/v1/tracks/2kLf4myxQME1Nd0voeKZri,https://api.spotify.com/v1/audio-analysis/2kLf4myxQME1Nd0voeKZri,157005,4
Bad Chick,0.679,0.814,1,-3.799,1,0.0469,0.0053,1.73e-05,0.0817,0.636,149.961,audio_features,4OGeWgHHgWmnOllev6Q9hp,spotify:track:4OGeWgHHgWmnOllev6Q9hp,https://api.spotify.com/v1/tracks/4OGeWgHHgWmnOllev6Q9hp,https://api.spotify.com/v1/audio-analysis/4OGeWgHHgWmnOllev6Q9hp,186253,4
